"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"03106","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","10:00","10:50","TH","13","A","Heindel, Caroline, S.;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03107","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","10:00","10:50","TH","12","A","Ephraim, Karen;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03108","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","10:00","10:50","TH","12","A","Isken, Jonathan;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03109","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","10:00","10:50","TH","13","A","Wiener, Monika;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03110","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","13","A","Lee, John;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03111","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","12","A","Degtyareva, Victoria;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03112","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","12","A","Biche, Timothy;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03113","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","14","A","Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","14","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03114","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","13","A","Zhong, Elaine;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03116","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","13:00","13:50","T","11","A","Jaque, Diana, C;Raphael, Brian, M.","ONLINE","11","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03117","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","13:00","13:50","T","12","A","Moorman, Paul, J.;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03118","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","13:00","13:50","H","14","A","Jaque, Diana, C;Raphael, Brian, M.","ONLINE","14","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03119","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","13:00","13:50","H","12","A","Moorman, Paul, J.;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03120","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","T","12","A","Skinner, Karen;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03121","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","09:00","09:50","W","11","A","Guyer, Cindy;Raphael, Brian, M.","ONLINE","11","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03122","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","09:00","09:50","W","13","A","Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03123","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","16:00","16:50","W","12","A","Davis, Judy;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03124","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","16:00","16:50","W","12","A","Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03125","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","16:00","16:50","W","13","A","Skinner, Karen;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03126","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","T","13","A","Davis, Judy;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03127","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","T","12","A","Guyer, Cindy;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03128","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","H","12","A","Davis, Judy;Raphael, Brian, M.","ONLINE","12","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03129","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","H","14","A","Guyer, Cindy;Raphael, Brian, M.","ONLINE","14","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03130","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","H","13","A","Skinner, Karen;Raphael, Brian, M.","ONLINE","13","Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20203"
"03170","LAW-530","LAW","303","1.0","1.0","Fundamental Business Principles","C","","Y","16:00","18:00","M","74","A","Chasalow, Michael","ONLINE","74","Exposes students to everyday business and finance vocabulary, concepts and modes of analysis. Strongly recommended for students without significant prior business experience. Graded CR/D/F.","","LAW","20203"
"03172","LAW-532","LAW","941","3.0","3.0","Constitutional Law: Rights","C","","Y","10:15","11:30","TH","53","A","Tolson, Franita","ONLINE","53","Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","","LAW","20203"
"03173","LAW-532","LAW","941","3.0","3.0","Constitutional Law: Rights","C","","Y","14:00","15:15","TH","54","A","Brown, Rebecca, L.","ONLINE","54","Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","","LAW","20203"
"03190","LAW-550","LAW","941","1.0","1.0","Law for Business","C","","Y","TBA","TBA","","11","A","Malzahn, Scott","ONLINE","11","A student-run periodical that publishes student-written and peer-edited  articles relevant to the intersection between law and business.","","LAW","20203"
"03221","LAW-600","LAW","941","4.0","4.0","Taxation","C","","Y","10:30","11:40","MWF","76","A","Mc Caffery, Ed","ONLINE","76","Federal tax statutes, technical issues and social problems involved in tax planning, tax litigation, and reform of the tax laws.","","LAW","20203"
"03222","LAW-601","LAW","941","3.0","3.0","Advanced Legal Writing","C","","Y","13:30","14:45","TH","11","A","Wright, Sue","ONLINE","11","Requires students to draft legal documents they were not exposed to in the first-year writing course, such as client letters, demand letters and contracts.","","LAW","20203"
"03223","LAW-602","LAW","941","3.0","3.0","Criminal Procedure","C","","Y","17:00","18:15","TH","105","A","Ryo, Emily","ONLINE","105","Criminal procedure in the courts, and the regulation of lawenforcement by the courts through rules of evidence andinterpretation of the Bill of Rights.","","LAW","20203"
"03224","LAW-603","LAW","941","4.0","4.0","Business Organizations","C","","Y","08:30","09:40","MWF","105","A","Chasalow, Michael","ONLINE","105","Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","","LAW","20203"
"03226","LAW-603","LAW","331","4.0","4.0","Business Organizations","C","","Y","08:15","10:00","MWF","62","A","Lund, Dorothy, S.","ONLINE","62","Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","","LAW","20203"
"03232","LAW-605","LAW","941","4.0","4.0","Real Estate Transactions and Finance","C","","Y","13:15","14:55","TH","49","A","Sandoval, Oscar","ONLINE","49","An in-depth look at the most prevalent transactions and finance tools related to both residential and commercial real estate. Topics include: purchase and sale of realty; property valuation; brokerage agreements; land conveyance and the recording acts; escrows, title insurance and closings; investme nt vehicles and deal structures; mortgage lending and commercial finance; and foreclosures.","","LAW","20203"
"03235","LAW-604","LAW","331","1.0","1.0","Real Estate Transactions Problems","C","","Y","10:15","11:55","T","10","A","Booth, Susan","ONLINE","10","Selected problems to supplement LAW 605.","","LAW","20203"
"03238","LAW-607","LAW","941","3.0","3.0","Gifts, Wills, and Trusts","C","","Y","12:00","13:15","MW","96","A","Prouty, Erin","ONLINE","96","Gratuitous transfer of wealth, especially the transmission of wealth from one generation to the next as a settlement of family affairs. Comparative analysis of the legal mechanisms of gifts, wills, and trusts. Introduction to problems of fiduciary administration.","","LAW","20203"
"03240","LAW-608","LAW","941","4.0","4.0","Evidence","C","","Y","16:30","18:10","MW","76","A","Hoffstadt, Brian, M.","ONLINE","76","The purpose and character of trial. Problems of adversary presentation and the nature of proof. The basis for admission and exclusion of evidence in judicial proceedings.","","LAW","20203"
"03250","LAW-614","LAW","941","3.0","3.0","Accounting for Lawyers","C","","Y","14:15","16:45","H","25","A","Stern, Adrian","ONLINE","25","The lawyer's skills needed to understand the financial affairs of a business client.","","LAW","20203"
