"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10174","ALI-276","LAS",50,2,2,"Workshop for International Teaching Assistants","C","","Y","10:00","11:50","MTWH",5,"A","Aarsen, Lucienne, Louise","ONLINE",5,"Language assistance and individualized instruction to help International Teaching Assistants develop the skills and language proficiency necessary to perform their classroom duties.  Graded CR/NC.","Dana and David Dornsife College of Letters, Arts and Sciences","ALI","20212"
"10175","ALI-276","LAS",50,2,2,"Workshop for International Teaching Assistants","C","","N","10:00","11:50","MTWH",0,"A","","ONLINE",0,"Language assistance and individualized instruction to help International Teaching Assistants develop the skills and language proficiency necessary to perform their classroom duties.  Graded CR/NC.","Dana and David Dornsife College of Letters, Arts and Sciences","ALI","20212"
"10229","ACAD-419","ACAD",56,2,2,"Professional Internship","C","","Y","TBA","TBA","",1,"","Dent, Patrick, H","OFFICE",1,"An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","Jimmy Iovine and Andre Young Academy","ACAD","20212"
"10248","ACAD-590","ACAD",59,1,3,"Directed Research","C","","Y","TBA","TBA","",0,"","Crowley, Michael, Gregory","OFFICE",0,"Research leading to graduate degree. Maximum units which may be applied to degree determined by department.","Jimmy Iovine and Andre Young Academy","ACAD","20212"
"10249","ACAD-590","ACAD",59,1,3,"Directed Research","C","","Y","TBA","TBA","",0,"","Crowley, Michael, Gregory","OFFICE",0,"Research leading to graduate degree. Maximum units which may be applied to degree determined by department.","Jimmy Iovine and Andre Young Academy","ACAD","20212"
"10320","AMST-135","LAS",50,4,4,"Peoples and Cultures of the Americas","CD","","Y","12:30","15:20","TWH",27,"A","Chavez, Alicia, L.","ONLINE",27,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20212"
"10347","AMST-200","LAS",50,4,4,"Introduction to American Studies and Ethnicity","CD","","Y","9:00","11:50","TWH",22,"A","Chavez, Alicia, L.","ONLINE",22,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20212"
"10360","AMST-205","LAS",51,4,4,"Introduction to American Popular Culture","CD","","Y","9:00","11:50","MWF",24,"A","Mitchell, Joshua","ONLINE",24,"Examines the relation between U.S. national culture, race, and popular culture.","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20212"
"10371","AMST-220","LAS",53,4,4,"The Making of Asian America","C","","Y","14:00","16:50","TWH",17,"A","De Leon, Adrian","ONLINE",17,"Historical, social, and cultural analysis of (East, South, and Southeast) Asians in the United States. Theme examined: immigration, race and gender relations, ethnic culture, community, and identity.","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20212"
"10390","AMST-274","LAS",50,4,4,"Exploring Ethnicity Through Film","CD","L","Y","14:00","16:50","TWH",25,"A","Finley, Chris","ONLINE",25,"Examination of the constructions of American ethnicity/race in film.","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20212"
"10422","AMST-320","LASS",51,4,4,"Social Construction of Race and Citizenship","C","","Y","13:30","16:20","MWF",18,"A","Mitchell, Joshua","ONLINE",18,"Comparative perspective on the social construction of race and citizenship.  Social, economic and political experiences of selected groups in the U.S. are examined.","LAS- Social Science & Communications","AMST","20212"
"10441","AMST-490","LASS",59,2,8,"Directed Research","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Individual research and readings. Not available for graduate credit.","LAS- Social Science & Communications","AMST","20212"
"10478","AMST-590","LASS",59,1,12,"Directed Research","C","","Y","TBA","TBA","",1,"B","Nguyen, Viet, Thanh","OFFICE",1,"Research leading to the master's degree.  Maximum units which may be applied to the degree to be determined by the program.  Graded CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10492","AMST-790","LASS",59,1,12,"Research","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Research leading to the doctorate.  Maximum units which may be applied to the degree to be determined by the department.  Graded CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10495","AMST-794A","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10496","AMST-794B","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10497","AMST-794C","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10498","AMST-794D","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10499","AMST-794Z","LASS",59,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"B","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","LAS- Social Science & Communications","AMST","20212"
"10608","ANTH-263","LASS",52,4,4,"Exploring Culture Through Film","C","A","Y","9:30","12:40","MTWH",18,"A","Jacobs, Lanita","ONLINE",18,"Concepts of social anthropology using filmic representations ofsocieties throughout the world in contrast to written ethnography.","LAS- Social Science & Communications","ANTH","20212"
"10609","ANTH-263","LASS",52,0,0,"Exploring Culture Through Film","D","A","Y","8:00","8:50","MTWH",18,"A","","ONLINE",18,"Concepts of social anthropology using filmic representations ofsocieties throughout the world in contrast to written ethnography.","LAS- Social Science & Communications","ANTH","20212"
"10620","ANTH-263","LASS",52,4,4,"Exploring Culture Through Film","C","B","Y","13:00","16:10","MTWH",24,"A","Jacobs, Lanita","ONLINE",24,"Concepts of social anthropology using filmic representations ofsocieties throughout the world in contrast to written ethnography.","LAS- Social Science & Communications","ANTH","20212"
"10621","ANTH-263","LASS",52,0,0,"Exploring Culture Through Film","D","B","Y","17:00","17:50","MTWH",24,"A","","ONLINE",24,"Concepts of social anthropology using filmic representations ofsocieties throughout the world in contrast to written ethnography.","LAS- Social Science & Communications","ANTH","20212"
"10628","ANTH-338","LAS",51,4,4,"Food in Culture and Society","C","","Y","9:00","11:05","MTWH",13,"A","Ruiz, Xochitl","ONLINE",13,"An introduction to the field of food studies, as a historical and cross-disciplinary study of the place of food in culture and society.","Dana and David Dornsife College of Letters, Arts and Sciences","ANTH","20212"
"11204","ARCH-105","ARCH",51,2,2,"Fundamentals of Design Communication","CL","","Y","12:00","16:50","TH",5,"A","Olvera, Lee, Schuyler","ONLINE",5,"Visual communication techniques applicable to the design of the built environment; drawing, photography, modeling.","School of Architecture","ARCH","20212"
"11205","ARCH-102A","ARCH",51,4,4,"Architectural Design I","CL","","Y","12:00","17:50","MWF",5,"A","Augustin, Valery","ONLINE",5,"Introduction to principles and processes; sequence of exercises emphasizing development of basic skills, ideas, and techniques used in the design of simplified architectural projects.","School of Architecture","ARCH","20212"
"11206","ARCH-102B","ARCH",51,4,4,"Architectural Design I","CL","","Y","12:00","17:50","MWF",1,"A","Augustin, Valery","ONLINE",1,"Introduction to principles and processes; sequence of exercises emphasizing development of basic skills, ideas, and techniques used in the design of simplified architectural projects.","School of Architecture","ARCH","20212"
"11239","ARCH-590","ARCH",51,2,2,"Directed Research","C","","Y","TBA","TBA","",1,"A","Gabrielian, Aroussiak","ONLINE",1,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","School of Architecture","ARCH","20212"
"11258","ARCH-524","ARCH",59,1,1,"Professional Practicum","C","","Y","TBA","TBA","",12,"","Noble, Douglas","OFFICE",12,"Comparative studies of professional practice between U.S. firms and firms in other countries. Open to international upper-division undergraduate and graduate architecture students only. Graded CR/NC.","School of Architecture","ARCH","20212"
"11259","ARCH-524","ARCH",850,1,1,"Professional Practicum","C","","Y","TBA","TBA","",1,"A","Noble, Douglas","ONLINE",1,"Comparative studies of professional practice between U.S. firms and firms in other countries. Open to international upper-division undergraduate and graduate architecture students only. Graded CR/NC.","School of Architecture","ARCH","20212"
"11260","ARCH-524","ARCH",51,1,1,"Professional Practicum","C","","Y","TBA","TBA","",1,"A","Noble, Douglas","ONLINE",1,"Comparative studies of professional practice between U.S. firms and firms in other countries. Open to international upper-division undergraduate and graduate architecture students only. Graded CR/NC.","School of Architecture","ARCH","20212"
"11266","ARCH-549","ARCH",258,3,3,"Fundamentals of Heritage Conservation","C","","Y","9:00","11:50","MTWHFS",6,"A","Sandmeier, Trudi, G.","ONLINE",6,"Concepts and strategies for conservation of significant elements of the built environment: buildings, sites and communities as revealed by readings, site visits, and case studies.","School of Architecture","ARCH","20212"
"11279","ARCH-402B","ARCH",59,6,6,"Architectural Design IV","CL","","Y","15:00","20:50","MF",1,"A","Paige, Gary","ONLINE",1,"Selected areas of specialization; three projects chosen with advisement from a variety of studio offerings that concentrate on different areas of vital concern.","School of Architecture","ARCH","20212"
"11294","ARCH-702","ARCH",59,6,6,"Advanced Graduate Architecture Design- Themes","CL","","Y","15:00","20:50","MF",4,"A","Paige, Gary","ONLINE",4,"Advanced thematic topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern.","School of Architecture","ARCH","20212"
"11295","ARCH-606","ARCH",59,2,2,"Advanced Architectural Theory","C","","Y","17:20","19:20","T",6,"A","Maymind, Alex","ONLINE",6,"Interrogates the architectural and cultural landscape of our contemporary cities through a combination of lectures and seminars on theories of place, identity, aesthetics, and technology.","School of Architecture","ARCH","20212"
"11296","ARCH-608","ARCH",59,2,2,"Urban Theory: Los Angeles Case Study","C","","Y","17:00","19:20","H",9,"A","Paige, Gary","ONLINE",9,"Critically investigates the urban condition of Los Angeles through lectures, readings, and field visits. Aims to heighten awareness of the entwinement of environment, culture, architecture and the contemporary city.","School of Architecture","ARCH","20212"
"11298","ARCH-609","ARCH",59,2,2,"Advanced Fabrication","C","","Y","15:00","17:20","W",5,"A","Mitchell, R, Scott","ONLINE",5,"Introduction to a range of new technologies and techniques examining technical and theoretical implications including a range of digital fabrication technologies, robotics and film-making techniques.","School of Architecture","ARCH","20212"
"11299","ARCH-607","ARCH",850,2,2,"Advanced Computation","C","","Y","20:30","23:00","TH",7,"A","Cuevas, Erin, Golden","ONLINE",7,"Introduction to a range of new technologies and techniques examining their technical and theoretical implications including advanced computational design techniques and geospatial design tools.","School of Architecture","ARCH","20212"
"11988","AHIS-400","LASH",54,2,2,"Undergraduate Apprenticeship","C","","Y","TBA","TBA","",0,"B","Reyes, Hector","OFFICE",0,"Independent work in art museums, galleries or art history related institutes supervised by on-site professionals and USC faculty. Not available for credit for AHIS majors. CR/NC","LAS- Humanities","AHIS","20212"
"12041","AHIS-490","LAS",54,1,8,"Directed Research","C","","Y","TBA","TBA","",1,"B","Reyes, Hector","OFFICE",1,"Individual research and readings. Not available for graduate credit.","Dana and David Dornsife College of Letters, Arts and Sciences","AHIS","20212"
"12047","AHIS-495B","LASH",54,2,2,"Undergraduate Honors Thesis","C","","Y","TBA","TBA","",0,"B","Reyes, Hector","OFFICE",0,"Research and writing of original thesis under guidance of faculty member. Prereq: Consent of instructor.","LAS- Humanities","AHIS","20212"
"12101","AHIS-590","LASH",54,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"B","Flint, Kate","OFFICE",0,"Research leading to graduate degree. Maximum units which may be applied to degree determined by department.  Graded CR/NC.","LAS- Humanities","AHIS","20212"
"12180","AHIS-790","LASH",54,1,12,"Research","C","","Y","TBA","TBA","",0,"B","Flint, Kate","OFFICE",0,"Research leading to the Doctorate. Maximum units which may be applied to the degree to be determined by the department.","LAS- Humanities","AHIS","20212"
"12194","AHIS-794Z","LASH",54,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"B","Flint, Kate","OFFICE",0,"Credit on acceptance of Dissertation. Graded CR/NC.","LAS- Humanities","AHIS","20212"
"12254","VISS-599","LAS",690,4,4,"Special Topics","C","","Y","9:30","13:30","MWH",7,"A","Mitchell, William, J. T.;Ezra, Ruth, Madeline","ONLINE",7,"Special Topics in Visual Studies.","Dana and David Dornsife College of Letters, Arts and Sciences","VISS","20212"
"12406","BKN-559","DHRP",46,1,4,"Readings in Biokinesiology","C","","Y","TBA","TBA","",3,"","Gordon, Jim","OFFICE",3,"Independent review and synthesis of papers appearing in the current literature.","Independent Health Professions","BKN","20212"
"12407","BKN-600","DENT",46,2,4,"Sports Science Internship","C","","Y","TBA","TBA","",2,"","Sigward, Susan;Stevenson, Janet, Lin","OFFICE",2,"A combination of observation, participation (testing/assessments, training) and analysis and interpretation of data. Supervision and guidance from the internship mentor will vary depending on the setting and credit hours. Allows students a progressively increasing amount of responsibility with respe ct to athlete/subject and/or data involvement.","Ostrow School of Dentistry","BKN","20212"
"12432","BKN-590","DHRP",46,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","Gordon, Jim","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determnined by the department.  Graded CR/NC.","Independent Health Professions","BKN","20212"
"12433","BKN-672","DHRP",46,1,4,"Advanced Independent Study in Biokinesiology","C","","Y","TBA","TBA","",2,"","Gordon, Jim","OFFICE",2,"Examination of selected mechanisms underlying normal movement and pathological movement.  Study of methods used to investigate these mechanisms.  Doctoral students only.","Independent Health Professions","BKN","20212"
"12456","BKN-790","DHRP",46,1,12,"Research","C","","Y","TBA","TBA","",4,"","Gordon, Jim","OFFICE",4,"Research leading to doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Independent Health Professions","BKN","20212"
"12460","BKN-794A","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","Gordon, Jim","OFFICE",0,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20212"
"12462","BKN-794B","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",1,"","Gordon, Jim","OFFICE",1,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20212"
"12464","BKN-794C","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",2,"","Gordon, Jim","OFFICE",2,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20212"
"12466","BKN-794D","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",2,"","Gordon, Jim","OFFICE",2,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20212"
"12468","BKN-794Z","DHRP",59,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",1,"","Gordon, Jim","OFFICE",1,"","Independent Health Professions","BKN","20212"
"12500","PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","TBA","TBA","",10,"","Godges, Joseph;Sum, Jonathan, Chen;Matharu, Yogi, S.","OFFICE",10,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20212"
"12501","PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","TBA","TBA","",10,"","Sum, Jonathan, Chen;Matharu, Yogi, S.","OFFICE",10,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20212"
"12502","PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","TBA","TBA","",10,"","Godges, Joseph;Sum, Jonathan, Chen;Matharu, Yogi, S.","OFFICE",10,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20212"
"12503","PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","TBA","TBA","",11,"","Matharu, Yogi, S.;Sum, Jonathan, Chen","OFFICE",11,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20212"
"12504","PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","TBA","TBA","",10,"","Yamaguchi, Noriko;Sebelski, Chris","OFFICE",10,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20212"
"12505","PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","TBA","TBA","",10,"","Halvaksz, Jennifer, E.;Sebelski, Chris","OFFICE",10,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20212"
"12506","PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","TBA","TBA","",10,"","Sebelski, Chris","OFFICE",10,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20212"
"12507","PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","TBA","TBA","",11,"","Halvaksz, Jennifer, E.;Sebelski, Chris","OFFICE",11,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20212"
"12508","PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","TBA","TBA","",11,"","Landel, Rob;Mikkelsen, Pamela","OFFICE",11,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20212"
"12509","PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","TBA","TBA","",10,"","Landel, Rob;Mikkelsen, Pamela;Mesches, Laura","OFFICE",10,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20212"
"12510","PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","TBA","TBA","",10,"","Landel, Rob;Mikkelsen, Pamela","OFFICE",10,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20212"
"12511","PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","TBA","TBA","",10,"","Landel, Rob;Mikkelsen, Pamela;Mesches, Laura","OFFICE",10,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20212"
"12512","PT-600D","DENT",986,4,4,"Clinical Clerkship","C","","Y","TBA","TBA","",40,"A","Teglia, Valerie;Simpson, Michael, S;Stevenson, Janet, Lin","ONLINE",40,"Practical experience in eight week physical therapy psychomotor skills, decision making and professional behaviors.","Ostrow School of Dentistry","PT","20212"
"12527","PT-551","DENT",985,3,3,"Therapeutic Application of Physical Agents","CL","","Y","TBA","TBA","",102,"","Pomrantz, Amy;Venegas, Jennifer;Monroy, Edwin;Baker, Lucinda, L;Tejada, Sharae, Lauren;Chen, Alan","OFFICE",102,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20212"
"12528","PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","8:30","10:00","WF",12,"A","Rancour, Jessica;Pomrantz, Amy","OFFICE",12,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20212"
"12529","PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","8:30","10:00","WF",12,"A","Yamada, Kimiko;Pomrantz, Amy","OFFICE",12,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20212"
"12530","PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","10:30","12:00","WF",13,"A","Rancour, Jessica;Pomrantz, Amy","ONLINE",13,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20212"
"12531","PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","10:30","12:00","WF",13,"A","Yamada, Kimiko;Pomrantz, Amy","ONLINE",13,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20212"
"12539","PT-516","DENT",985,1,1,"Principles of Disease","C","","Y","TBA","TBA","",102,"","Nelsen, Monica, Andrea","OFFICE",102,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20212"
"12540","PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","12:30","14:00","TH",25,"A","Nelsen, Monica, Andrea","",25,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20212"
"12541","PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","13:00","14:30","TH",25,"A","Decker, Lauren;Nelsen, Monica, Andrea","OFFICE",25,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20212"
"12542","PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","13:30","14:30","TH",0,"A","","OFFICE",0,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20212"
"12543","PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","14:00","15:00","TH",0,"A","","OFFICE",0,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20212"
"12544","PT-625","DENT",964,3,3,"Emerging Topics in Physical Therapy","C","","Y","TBA","TBA","",91,"","Landel, Rob;Mikkelsen, Pamela;Hentis, Marisa;Buxton, Rubi, S;Tejada, Sharae, Lauren","OFFICE",91,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20212"
"12548","PT-600B","DENT",987,3,3,"Clinical Experience","C","","Y","TBA","TBA","",102,"","Simpson, Michael, S;Teglia, Valerie;Stevenson, Janet, Lin","OFFICE",102,"Practical experience in six-week physical therapy manual skills, decision making, and professional behaviors.","Ostrow School of Dentistry","PT","20212"
"12549","PT-600B","DENT",756,3,3,"Clinical Experience","C","","Y","TBA","TBA","",50,"A","Simpson, Michael, S;Teglia, Valerie;Stevenson, Janet, Lin","ONLINE",50,"Practical experience in six-week physical therapy manual skills, decision making, and professional behaviors.","Ostrow School of Dentistry","PT","20212"
"12550","PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","8:00","9:30","T",12,"","Gallardo, Oscar, G.;Resnik, Cheryl, D.","",12,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20212"
"12551","PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","9:30","11:00","T",13,"A","Resnik, Cheryl, D.","ONLINE",13,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20212"
"12552","PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","10:00","11:30","T",13,"A","Teglia, Valerie","ONLINE",13,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20212"
"12553","PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","13:00","14:30","T",12,"A","Teglia, Valerie","ONLINE",12,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20212"
"12554","PT-600D","DENT",963,4,4,"Clinical Clerkship","C","","Y","TBA","TBA","",91,"","Teglia, Valerie;Simpson, Michael, S;Stevenson, Janet, Lin","OFFICE",91,"Practical experience in eight week physical therapy psychomotor skills, decision making and professional behaviors.","Ostrow School of Dentistry","PT","20212"
