"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
3054,"LAW-507","LAW",991,4,4,"Property","C","","Y","13:45","15:30","TH",61,"A","Mc Caffery, Ed","ONLINE",61,"The idea of property as understood through economic and philosophical concepts. Rights in land, water and other natural resources. Forms of shared ownership (e.g., landlord and tenant), and a survey of mechanisms for controlling land use.","Gould School of Law","LAW","20211"
3059,"LAW-507","LAW",991,4,4,"Property","C","","Y","13:40","15:30","MW",60,"A","Klerman, Dan","ONLINE",60,"The idea of property as understood through economic and philosophical concepts. Rights in land, water and other natural resources. Forms of shared ownership (e.g., landlord and tenant), and a survey of mechanisms for controlling land use.","Gould School of Law","LAW","20211"
3060,"LAW-508","LAW",991,3,3,"Constitutional Law: Structure","C","","Y","10:45","12:00","TH",63,"A","Brown, Rebecca, L.","ONLINE",63,"Considers the delineation of spheres of responsibility between the judiciary and legislature, the nation and the state, and the government and the individual.","Gould School of Law","LAW","20211"
3064,"LAW-508","LAW",991,3,3,"Constitutional Law: Structure","C","","Y","8:30","9:45","MW",64,"A","Erman, Samuel","ONLINE",64,"Considers the delineation of spheres of responsibility between the judiciary and legislature, the nation and the state, and the government and the individual.","Gould School of Law","LAW","20211"
3069,"LAW-508","LAW",991,3,3,"Constitutional Law: Structure","C","","Y","8:30","9:45","TH",62,"A","Cruz, David, B.","ONLINE",62,"Considers the delineation of spheres of responsibility between the judiciary and legislature, the nation and the state, and the government and the individual.","Gould School of Law","LAW","20211"
3070,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","13:30","15:15","TH",60,"A","Scotten, Donald","ONLINE",60,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20211"
3151,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","8:00","8:50","TH",11,"A","Moulton, Michael;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",11,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3152,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","8:00","8:50","TH",12,"A","Lane, Rikesha;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3153,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","8:00","8:50","TH",13,"A","Kouyoumdjian, Natalie;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",13,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3154,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","8:00","8:50","TH",12,"A","Canter, Nancy;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3155,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","8:00","8:50","TH",12,"A","Lonergan, Rebecca, S.;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3156,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","11:00","11:50","TH",11,"A","Kouyoumdjian, Natalie;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",11,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3157,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","11:00","11:50","TH",13,"A","Heindel, Caroline, S.;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",13,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3158,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","11:00","11:50","TH",12,"A","Ephraim, Karen;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3159,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","11:00","11:50","TH",12,"A","Isken, Jonathan;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3160,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","11:00","11:50","TH",13,"A","Wiener, Monika;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",13,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3161,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","16:00","16:50","TH",12,"A","Lee, John;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3162,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","16:00","16:50","TH",12,"A","Degtyareva, Victoria;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3163,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","16:00","16:50","TH",11,"A","Biche, Timothy;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",11,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3164,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","16:00","16:50","TH",13,"A","Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",13,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3165,"LAW-516","LAW",991,2,2,"Legal Research, Writing, and Advocacy II","C","","Y","16:00","16:50","TH",12,"A","Zhong, Elaine;Carroll, Elizabeth;Raphael, Brian, M.","ONLINE",12,"Continuation of LAW 515.  Development of legal research, writing, and advocacy skills.  Emphasis on persuasive legal writing, including appellate briefs, and researching statutory and administrative law.  Participation in a moot court program. Registration restricted to Law students.","Gould School of Law","LAW","20211"
3170,"LAW-531","LAW",991,3,3,"Ethical Issues for Public Interest, Government and Criminal Lawyers","C","","Y","10:30","11:45","MW",45,"A","Pastore, Clare","ONLINE",45,"Covers legal ethics issues with an emphasis on access to justice, nonprofit practice settings, and duties of prosecutors and defense attorneys. Fulfills Legal Profession requirement.","Gould School of Law","LAW","20211"
3172,"LAW-532","LAW",941,3,3,"Constitutional Law: Rights","C","","Y","8:30","9:45","MW",37,"A","Gross, Ariela","ONLINE",37,"Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","Gould School of Law","LAW","20211"
3173,"LAW-532","LAW",941,3,3,"Constitutional Law: Rights","C","","Y","13:30","14:45","TH",76,"A","Roithmayr, Daria","ONLINE",76,"Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","Gould School of Law","LAW","20211"
3174,"LAW-540","LAW",941,1,1,"Topics in Legal Analysis","C","","Y","16:10","17:10","T",11,"A","Heilman, John, William","ONLINE",11,"An analysis of legal writing and problem solving of a variety of 1L subjects designed to enhance legal skills through frequent simulations and individualized feedback.","Gould School of Law","LAW","20211"
3175,"LAW-540","LAW",941,1,1,"Topics in Legal Analysis","C","","Y","16:10","17:10","W",10,"A","Heilman, John, William","ONLINE",10,"An analysis of legal writing and problem solving of a variety of 1L subjects designed to enhance legal skills through frequent simulations and individualized feedback.","Gould School of Law","LAW","20211"
3176,"LAW-540","LAW",941,1,1,"Topics in Legal Analysis","C","","Y","10:30","11:30","H",9,"A","Heilman, John, William","ONLINE",9,"An analysis of legal writing and problem solving of a variety of 1L subjects designed to enhance legal skills through frequent simulations and individualized feedback.","Gould School of Law","LAW","20211"
3180,"LAW-579","LAW",941,2,2,"Global Regulatory Compliance","C","","Y","13:30","15:20","T",14,"A","Peck, Brian","ONLINE",14,"Introduction to regimes that regulate business practices on a global level and compliance of such regimes, such as Foreign Corrupt Practices Act, OECD Anti-Bribery Convention, and other regulations.","Gould School of Law","LAW","20211"
3190,"LAW-550","LAW",941,1,1,"Law for Business","C","","Y","TBA","TBA","",7,"A","Malzahn, Scott","ONLINE",7,"A student-run periodical that publishes student-written and peer-edited  articles relevant to the intersection between law and business.","Gould School of Law","LAW","20211"
3221,"LAW-600","LAW",941,4,4,"Taxation","C","","Y","10:00","11:40","MW",38,"A","Sliskovich, Joseph","ONLINE",38,"Federal tax statutes, technical issues and social problems involved in tax planning, tax litigation, and reform of the tax laws.","Gould School of Law","LAW","20211"
3222,"LAW-602","LAW",941,3,3,"Criminal Procedure","C","","N","18:00","20:50","M",5,"B","Goswami, Rupa","",5,"Criminal procedure in the courts, and the regulation of lawenforcement by the courts through rules of evidence andinterpretation of the Bill of Rights.","Gould School of Law","LAW","20211"
3223,"LAW-666B","LAW",941,2,2,"Trademark Moot Court","C","","Y","15:00","15:50","TH",8,"A","Yanni, Rami;Pearlman, Jeffrey, T.","ONLINE",8,"An intensive, two-semester course preparing students interested in U.S. trademark and unfair competition law for participation in the annual Saul Lefkowitz Moot Court Competition.","Gould School of Law","LAW","20211"
3224,"LAW-603","LAW",941,4,4,"Business Organizations","C","","Y","10:00","11:50","TH",27,"A","Simkovic, Michael","ONLINE",27,"Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","Gould School of Law","LAW","20211"
3226,"LAW-603","LAW",941,4,4,"Business Organizations","C","","N","18:30","20:10","MW",2,"A","Webster, Robert","ONLINE",2,"Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","Gould School of Law","LAW","20211"
3227,"LAW-661","LAW",941,3,3,"National Security Law","C","","Y","10:00","11:15","TH",7,"A","Lonergan, Rebecca, S.","ONLINE",7,"Examination of the nature of the United States' national security law, focusing on how it is created, violated and enforced.","Gould School of Law","LAW","20211"
3228,"LAW-634","LAW",941,2,2,"Legal Analysis of Evidence","C","","Y","13:30","14:45","TH",17,"A","Wright, Sue;Riley, Laura","ONLINE",17,"Legal analysis of the rules of Evidence using problems designed to improve analytic skills and problem-solving. Taken in conjunction with Evidence.","Gould School of Law","LAW","20211"
3237,"LAW-607","LAW",941,3,3,"Gifts, Wills, and Trusts","C","","Y","10:15","11:30","MW",39,"A","Prouty, Erin","ONLINE",39,"Gratuitous transfer of wealth, especially the transmission of wealth from one generation to the next as a settlement of family affairs. Comparative analysis of the legal mechanisms of gifts, wills, and trusts. Introduction to problems of fiduciary administration.","Gould School of Law","LAW","20211"
3240,"LAW-608","LAW",941,4,4,"Evidence","C","","Y","16:30","18:10","TH",122,"A","Lyon, Tom","ONLINE",122,"The purpose and character of trial. Problems of adversary presentation and the nature of proof. The basis for admission and exclusion of evidence in judicial proceedings.","Gould School of Law","LAW","20211"
3248,"LAW-612","LAW",941,3,3,"California Civil Procedure","C","","Y","18:30","19:45","MW",29,"A","Buckley, Daniel","ONLINE",29,"Examines the California rules of civil procedure. Emphasizes California law, with some discussion of the differences between state and federal procedure.","Gould School of Law","LAW","20211"
3251,"LAW-788","LAW",941,2,2,"Racial Ambiguity Blues","C","","Y","10:00","11:40","T",12,"A","Gear Rich, Camille","ONLINE",12,"Examines the three prevailing concepts of race currently used in the American legal system: biological race, performed race and physical race.","Gould School of Law","LAW","20211"
3263,"LAW-623","LAW",941,3,3,"Family Law","C","","Y","10:00","11:15","MW",50,"A","Altman, Scott, A","ONLINE",50,"Creating, regulating and dissolving family relationships. Explore moral and power relations among men, women, children, and the State. Develop skills to help clients in families.","Gould School of Law","LAW","20211"
3267,"LAW-626","LAW",502,1,1,"International Investment Law and Arbitration","C","","Y","9:00","11:30","F",7,"A","Yannaca, Ekaterini","ONLINE",7,"Provides students with understanding of protection offered to foreign investment and investors through bilateral investment treaties and multilateral and regional investment and free trade agreements.","Gould School of Law","LAW","20211"
3268,"LAW-628","LAW",941,1,1,"Real Estate Joint Ventures Between Capital Sources and Devel","C","","Y","10:00","11:50","W",12,"B","Guggenheim, Daniel","",12,"Explores real estate joint ventures, formed by institutional capital sources and local developers or operators, through review and discussion of hypothetical fact patterns and contract provisions. Various issues attached to real estate transactions are also explored, including topics such as: financ e, development, zoning and purchase agreements for commercial property.","Gould School of Law","LAW","20211"
3270,"LAW-629","LAW",941,2,2,"Real Estate Development, Entitlements and Zoning","C","","Y","13:30","15:10","F",19,"A","Sandoval, Oscar","ONLINE",19,"An end-to-end look at the various facets of the complex real estate development process, from land acquisition, to the sale and marketing of completed projects.  Topics include: the relationship between developers and architects; zoning and land use controls; the subdivision and entitlements process ; environmental issues related to development; the interplay between public entities and private developers; constitutional limits on governmental fees; construction contracts and lending; and real estate investment deal structures","Gould School of Law","LAW","20211"
3272,"LAW-631","LAW",941,4,4,"Mediation Clinic II","C","","Y","17:20","19:20","T",7,"A","Klerman, Lisa","ONLINE",7,"Continuation of LAW-630","Gould School of Law","LAW","20211"
3278,"LAW-635","LAW",941,3,3,"Employment Discrimination Law","C","","Y","13:30","14:45","MW",27,"A","Rich, Stephen, M.","ONLINE",27,"Examines the regulation of employment discrimination under federal law. Pays primary attention to issues of race, sex, age and disability discrimination.","Gould School of Law","LAW","20211"
3281,"LAW-636","LAW",941,3,3,"Labor Law","C","","Y","17:00","18:15","TH",16,"A","Latham, Joseph, Al","ONLINE",16,"The interrelation of labor, business, and government in collective bargaining, federal regulation of union and management practices and pressures, especially through the Taft-Hartley Act.","Gould School of Law","LAW","20211"
3282,"LAW-637","LAW",941,2,2,"International Trade Policy","C","","Y","13:30","15:20","H",10,"A","Peck, Brian","ONLINE",10,"Examination of the institutions and laws that regulate international economic relations. Students will be introduced to the major international agreements and national laws that regulate international trade goods, services and capital.","Gould School of Law","LAW","20211"
3285,"LAW-101","LAW",60,0,0,"Law and the U.S. Constitution in Global History","D","","N","10:00","10:50","W",0,"A","","ONLINE",0,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20211"
3306,"LAW-648","LAW",941,1,1,"Topics in Entertainment Law","C","","Y","TBA","TBA","",10,"A","Malzahn, Scott","ONLINE",10,"Contemporary topics in the field of entertainment law.","Gould School of Law","LAW","20211"
3315,"LAW-652","LAW",941,2,2,"Computer Crime Law","C","","Y","17:00","18:40","T",14,"A","Decker, Eileen","ONLINE",14,"Examines the legal and policy issues involved with the emergence of cyber crimes and cyber security issues, including government access and privacy issues.","Gould School of Law","LAW","20211"
3316,"LAW-653","LAW",941,2,2,"Music Law in Practice","C","","Y","8:00","9:50","H",17,"A","Colitre, William","ONLINE",17,"Focus on contract drafting and negotiation issues relevant to an artist's pursuit of a career in the music business.","Gould School of Law","LAW","20211"
3318,"LAW-655","LAW",941,3,3,"Environmental Law","C","","Y","8:30","9:45","TH",9,"A","Craig, Robin","ONLINE",9,"Focus on environmental law policy and practice. This course is a combination of regulatory and private law, with a special emphasis on disputes and regulations involving contamination in soil, water and air.","Gould School of Law","LAW","20211"
