"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
402,"USC-300","LASO",655,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
403,"USC-300","LASO",895,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
404,"USC-300","LASO",738,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
405,"USC-300","LASO",946,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
406,"USC-300","LASO",260,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
407,"USC-300","LASO",92,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
408,"USC-300","LASO",944,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",3,"","","OFF CAMPUS",3,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
409,"USC-300","LASO",971,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",3,"","","OFF CAMPUS",3,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
410,"USC-300","LASO",613,4,4,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
411,"USC-300","LASO",613,8,8,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20213"
901,"USC-099","BUAD",18,1,18,"WBB Semester At Large","C","","Y","TBA","TBA","",57,"","","OFFICE",57,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","Gordon S. Marshall School of Business","USC","20213"
903,"USC-099","BUAD",828,1,18,"WBB Semester At Large","C","","Y","TBA","TBA","",73,"","","OFFICE",73,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","Gordon S. Marshall School of Business","USC","20213"
2607,"LAW-300","LAW",1,4,4,"Concepts in American Law","C","","Y","14:00","15:50","MW",52,"","Klerman, Dan","LAW130",52,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","Gould School of Law","LAW","20213"
2613,"LAW-205","LAW",1,4,4,"Introduction to Criminal Law","C","","Y","12:00","13:40","TH",43,"","Johnson, Peter","LAW130",43,"Provides a comprehensive analysis of the criminal justice system and an overview of the fundamentals of substantive criminal law.","Gould School of Law","LAW","20213"
2614,"LAW-300","LAW",1,4,4,"Concepts in American Law","C","","Y","14:00","15:50","MW",51,"","Stolzenberg, Nomi, M","LAW101",51,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","Gould School of Law","LAW","20213"
2615,"LAW-402","LAW",1,4,4,"Psychology and Law","C","","Y","16:30","19:50","W",79,"A","Larson, Rakel","ONLINE",79,"Explores issues of responsibility and credibility.  Intentional and unintentional behavior.  Clinical biases.  Topics include witness credibility, confessions, cults, hostages, battered persons, and repressed memories.","Gould School of Law","LAW","20213"
2616,"LAW-201","LAW",1,4,4,"Law and Politics","C","","Y","16:00","19:20","T",11,"","Tolson, Franita","LAW2",11,"Examination of the rules and realities of American politics, and the role politics plays in American life and culture.","Gould School of Law","LAW","20213"
2619,"LAW-493","LAW",1,4,4,"The History of Discrimination at the University","C","","Y","14:00","16:50","W",7,"","Erman, Samuel","CPA211",7,"Using USC as an example, this research seminar examines the historical relationship between discrimination and higher education.","Gould School of Law","LAW","20213"
2625,"LAW-404","LAW",1,4,4,"Law and Psychology: Examining the Criminal Justice Process","C","","Y","10:00","11:50","MW",23,"","Simon, Dan","VPD106",23,"Examination of the capacity of the criminal justice process to produce accurate verdicts. Application of psychological research on witnesses, detectives, suspects, judges and jurors. Recommended preparation: PSYC-100.","Gould School of Law","LAW","20213"
2634,"LAW-490","LAW",1,1,4,"Directed Research","C","","Y","TBA","TBA","",5,"","Rodgers, Jeff, Allen","OFFICE",5,"Individual research and readings.","Gould School of Law","LAW","20213"
2640,"LAW-220","LAW",1,2,2,"The Legal Profession","C","","Y","12:00","13:40","F",127,"","Guzman, Andrew;Rasmussen, Robert, K.","LAW3",127,"Introduces students to the basic aspects of the legal profession.","Gould School of Law","LAW","20213"
2651,"LAW-352","LAW",1,4,4,"Introduction to Law and Economics","C","","Y","10:00","11:50","TH",5,"","Maniscalco, Robert","GFS202",5,"An exploration of core aspects of the US legal system (property, contracts, torts, criminal law, civil procedure) from the perspective of basic economics theory.","Gould School of Law","LAW","20213"
2652,"LAW-498","LAW",1,2,4,"Law Internship","C","","Y","TBA","TBA","",1,"","Rodgers, Jeff","OFFICE",1,"Intensive experience with a law/social justice related non-profit organization, or public agency.","Gould School of Law","LAW","20213"
2653,"LAW-212","LAW",1,4,4,"Immigration Law for a New America","C","","Y","12:00","13:40","MW",11,"","Lantz, Jean","LAW114",11,"Examines current immigration law in America, the normative debates over immigration policies and the role the government plays in expanding or limiting immigration rights.","Gould School of Law","LAW","20213"
2663,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","10:00","10:50","M",32,"","Patterson, Kira, B.","CPA158",32,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2665,"LAW-210","LAW",1,4,4,"Fundamentals of the U.S. Legal System","C","","Y","14:00","15:40","TH",95,"","Scotten, Donald","LAW7",95,"Introduces the U.S. legal system and its relationship to basic principles of the rule of law. Examines lawmaking institutions, judicial processes and contemporary legal issues.","Gould School of Law","LAW","20213"
2680,"LAW-101","LAW",1,4,4,"Law and the U.S. Constitution in Global History","C","","Y","11:00","11:50","MW",231,"","Erman, Samuel","THH201",231,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2681,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","10:00","10:50","M",29,"","Wilkinson, William","ZHS360",29,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2682,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","W",0,"","Erman, Samuel","",0,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2683,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","13:00","13:50","M",31,"","Ong, Michelle, M.","CPA154",31,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2684,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","M",0,"","Erman, Samuel","",0,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2686,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","10:00","10:50","W",32,"","Wilkinson, William","KAP147",32,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2687,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","10:00","10:50","W",29,"","Patterson, Kira, B.","LAW101",29,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2688,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","13:00","13:50","W",27,"","Islam, Nayar, Tahmeen","GFS108",27,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2689,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","13:00","13:50","W",27,"","Ong, Michelle, M.","CPA101",27,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
2864,"LAW-101","LAW",1,0,0,"Law and the U.S. Constitution in Global History","D","","Y","13:00","13:50","M",24,"","Islam, Nayar, Tahmeen","THH B9",24,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","Gould School of Law","LAW","20213"
3010,"LAW-502","LAW",991,4,4,"Procedure I","C","","Y","10:00 8:00","11:50 9:50","M W",71,"","Klerman, Dan","LAW101 LAW101",71,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","Gould School of Law","LAW","20213"
3014,"LAW-502","LAW",991,4,4,"Procedure I","C","","Y","10:45","12:00","MWF",69,"","Rich, Stephen, M.","LAW7",69,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","Gould School of Law","LAW","20213"
3019,"LAW-502","LAW",991,4,4,"Procedure I","C","","Y","8:00","9:50","MW",69,"","Craig, Robin","LAW1",69,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","Gould School of Law","LAW","20213"
3021,"LAW-503","LAW",991,4,4,"Contracts","C","","Y","14:00","15:10","MTH",71,"","Chasalow, Michael","LAW103",71,"The interpretation and enforcement of promises and agreements.","Gould School of Law","LAW","20213"
3024,"LAW-503","LAW",991,4,4,"Contracts","C","","Y","14:00","15:50","TH",69,"","Jimenez, Felipe","LAW101",69,"The interpretation and enforcement of promises and agreements.","Gould School of Law","LAW","20213"
3029,"LAW-503","LAW",991,4,4,"Contracts","C","","Y","10:00","11:50","TH",69,"","Rasmussen, Robert, K.","LAW101",69,"The interpretation and enforcement of promises and agreements.","Gould School of Law","LAW","20213"
3070,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","10:00","11:50","WF",71,"","Armour, Jody, David","LAW103",71,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20213"
3074,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","9:30","10:40","MTH",69,"","Keating, Greg","LAW103",69,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20213"
3079,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","10:00","11:50","WF",69,"","Hovenkamp, Erik, N.","LAW1",69,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20213"
3100,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",15,"","Kouyoumdjian, Natalie;Carroll, Elizabeth","LAW12",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3101,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",14,"","Heindel, Caroline, S.;Carroll, Elizabeth","LAW114",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3102,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",14,"","Ephraim, Karen;Carroll, Elizabeth","LAW118",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3103,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",13,"","Isken, Jonathan;Carroll, Elizabeth","LAW213",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3104,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",15,"","Lane, Rikesha;Carroll, Elizabeth","LAW221",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3105,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",13,"","Moulton, Michael;Carroll, Elizabeth","LAW2",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3106,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",13,"","Lane, Rikesha;Carroll, Elizabeth","LAW12",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3107,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",14,"","Kouyoumdjian, Natalie;Carroll, Elizabeth","LAW114",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3108,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",14,"","Canter, Nancy;Carroll, Elizabeth","LAW213",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3109,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",15,"","Lonergan, Rebecca, S.;Carroll, Elizabeth","LAW221",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3110,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",15,"","Carroll, Elizabeth","LAW3",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3111,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",14,"","Richardson, Katie;Carroll, Elizabeth","LAW114",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3112,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",11,"","Yacoubian, Talin;Carroll, Elizabeth","LAW223",11,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3113,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",15,"","Lee, John;Carroll, Elizabeth","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3114,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",14,"","Zhong, Elaine;Carroll, Elizabeth","LAW221",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3116,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","W",15,"","Davis, Judy;Raphael, Brian, M.;Carroll, Elizabeth","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3117,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","W",14,"","Skinner, Karen;Raphael, Brian, M.;Carroll, Elizabeth","LAW221",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3118,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","W",14,"","Raphael, Brian, M.;Carroll, Elizabeth","LAW223",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3119,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","10:00","10:50","H",13,"","Skinner, Karen;Raphael, Brian, M.;Carroll, Elizabeth","LAW213",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3120,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","10:00","10:50","H",15,"","Raphael, Brian, M.;Carroll, Elizabeth","LAW223",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3121,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","W",13,"","Jaque, Diana, C;Raphael, Brian, M.;Carroll, Elizabeth","LAW213",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3122,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","W",13,"","Moorman, Paul, J.;Raphael, Brian, M.;Carroll, Elizabeth","LAW223",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3123,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","W",14,"","Guyer, Cindy;Raphael, Brian, M.;Carroll, Elizabeth","LAW221",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3124,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","F",14,"","Jaque, Diana, C;Raphael, Brian, M.","LAW213",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3125,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","F",15,"","Moorman, Paul, J.;Raphael, Brian, M.;Carroll, Elizabeth","LAW223",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3126,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","T",15,"","Raphael, Brian, M.;Carroll, Elizabeth","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3127,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","T",14,"","Skinner, Karen;Raphael, Brian, M.;Carroll, Elizabeth","LAW223",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3128,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","T",11,"","Davis, Judy;Raphael, Brian, M.;Carroll, Elizabeth","LAW221",11,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3129,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","T",15,"","Moorman, Paul, J.;Raphael, Brian, M.;Carroll, Elizabeth","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3130,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","T",14,"","Guyer, Cindy;Raphael, Brian, M.","LAW221",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20213"
3170,"LAW-530","LAW",991,1,1,"Fundamental Business Principles","C","","Y","16:00","18:00","M",68,"","Chasalow, Michael","LAW1",68,"Exposes students to everyday business and finance vocabulary, concepts and modes of analysis. Strongly recommended for students without significant prior business experience. Graded CR/D/F.","Gould School of Law","LAW","20213"
3171,"LAW-535A","LAW",991,0.5,0.5,"Race and the Law","C","","Y","TBA","TBA","",16,"","Tolson, Franita","OFFICE",16,"Examines the role of law and lawyers in the creation of race and racism as ideologies, structures and practices, and the role of race and racism in shaping legal institutions, processes and outcomes.","Gould School of Law","LAW","20213"
3172,"LAW-532","LAW",941,3,3,"Constitutional Law: Rights","C","","Y","10:30","11:45","TH",57,"","Tolson, Franita","LAW7",57,"Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","Gould School of Law","LAW","20213"
3173,"LAW-532","LAW",941,3,3,"Constitutional Law: Rights","C","","Y","14:00","15:15","TH",68,"","Brown, Rebecca, L.","LAW1",68,"Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","Gould School of Law","LAW","20213"
3190,"LAW-550","LAW",941,1,1,"Law for Business","C","","Y","TBA","TBA","",9,"","Ascherin, Preston","OFFICE",9,"A student-run periodical that publishes student-written and peer-edited  articles relevant to the intersection between law and business.","Gould School of Law","LAW","20213"
