"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
11266,"ARCH-549","ARCH",258,3,3,"Fundamentals of Heritage Conservation","C","","N","09:00","16:50","MTWHFS",0,"","","WAH B1",0,"Concepts and strategies for conservation of significant elements of the built environment: buildings, sites and communities as revealed by readings, site visits, and case studies.","School of Architecture","ARCH","20202"
11276,"ARCH-202B","ARCH",850,6,6,"Architectural Design II","CL","","N","09:00 13:00","11:50 17:50","MWF MWF",0,"","","",0,"Continuing development of principles and processes: sequence of projects selected to broaden awareness of design issues at various scales in the urban context. Prerequisite: 102abL.","School of Architecture","ARCH","20202"
11278,"ARCH-402A","ARCH",850,6,6,"Architectural Design IV","CL","","N","09:00 13:00","11:50 17:50","MWF MWF",0,"","","",0,"Selected areas of specialization; three projects chosen with advisement from a variety of studio offerings that concentrate on different areas of vital concern.","School of Architecture","ARCH","20202"
11279,"ARCH-402B","ARCH",850,6,6,"Architectural Design IV","CL","","N","09:00 13:00","11:50 17:50","MWF MWF",0,"","","",0,"Selected areas of specialization; three projects chosen with advisement from a variety of studio offerings that concentrate on different areas of vital concern.","School of Architecture","ARCH","20202"
11283,"ARCH-705","ARCH",850,6,6,"Advanced Graduate Architecture Design- Topics","CL","","N","09:00 13:00","11:50 17:50","MWF MWF",0,"","","",0,"Advanced topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors.","School of Architecture","ARCH","20202"
11290,"ARCH-606","ARCH",50,2,2,"Advanced Architectural Theory","C","","N","09:30","11:50","TH",0,"","","WAH212",0,"Interrogates the architectural and cultural landscape of our contemporary cities through a combination of lectures and seminars on theories of place, identity, aesthetics, and technology.","School of Architecture","ARCH","20202"
11291,"ARCH-607","ARCH",50,2,2,"Advanced Computation","C","","N","09:30","11:50","MW",0,"","","WAH212",0,"Introduction to a range of new technologies and techniques examining their technical and theoretical implications including advanced computational design techniques and geospatial design tools.","School of Architecture","ARCH","20202"
11292,"ARCH-608","ARCH",51,2,2,"Urban Theory: Los Angeles Case Study","C","","N","09:30","11:50","TH",0,"","","WAH212",0,"Critically investigates the urban condition of Los Angeles through lectures, readings, and field visits. Aims to heighten awareness of the entwinement of environment, culture, architecture and the contemporary city.","School of Architecture","ARCH","20202"
11293,"ARCH-609","ARCH",51,2,2,"Advanced Fabrication","C","","N","09:30","11:50","MW",0,"","","WAH212",0,"Introduction to a range of new technologies and techniques examining technical and theoretical implications including a range of digital fabrication technologies, robotics and film-making techniques.","School of Architecture","ARCH","20202"
11294,"ARCH-702","ARCH",59,6,6,"Advanced Graduate Architecture Design- Themes","CL","","Y","17:00","22:50","MWF",7,"","Jones, Wesley, Clayton","OFFICE",7,"Advanced thematic topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern.","School of Architecture","ARCH","20202"
11295,"ARCH-606","ARCH",59,2,2,"Advanced Architectural Theory","C","","Y","17:00","19:20","T",10,"","Maymind, Alex","OFFICE",10,"Interrogates the architectural and cultural landscape of our contemporary cities through a combination of lectures and seminars on theories of place, identity, aesthetics, and technology.","School of Architecture","ARCH","20202"
11296,"ARCH-608","ARCH",59,2,2,"Urban Theory: Los Angeles Case Study","C","","Y","17:00","19:20","H",10,"A","Paige, Gary","ONLINE",10,"Critically investigates the urban condition of Los Angeles through lectures, readings, and field visits. Aims to heighten awareness of the entwinement of environment, culture, architecture and the contemporary city.","School of Architecture","ARCH","20202"
11297,"ARCH-607","ARCH",51,2,2,"Advanced Computation","C","","Y","20:30","23:00","TH",14,"","Shea, Brendan, Sullivan","OFFICE",14,"Introduction to a range of new technologies and techniques examining their technical and theoretical implications including advanced computational design techniques and geospatial design tools.","School of Architecture","ARCH","20202"
12406,"BKN-559","DHRP",46,1,4,"Readings in Biokinesiology","C","","Y","TBA","TBA","",1,"","Gordon, Jim","OFFICE",1,"Independent review and synthesis of papers appearing in the current literature.","Independent Health Professions","BKN","20202"
12420,"BKN-630","DENT",46,2,2,"Resistance Training Techniques for High Performance Athletes","C","","Y","TBA","TBA","",7,"","Waterbury, Chad, Eric","OFFICE",7,"Introduction to training methods and techniques as they pertain to high performance athletes with a focus on advanced resistance training programs and periodization schemes.","Ostrow School of Dentistry","BKN","20202"
12432,"BKN-590","DHRP",46,1,12,"Directed Research","C","","Y","TBA","TBA","",2,"","Gordon, Jim","OFFICE",2,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determnined by the department.  Graded CR/NC.","Independent Health Professions","BKN","20202"
12456,"BKN-790","DHRP",46,1,12,"Research","C","","Y","TBA","TBA","",1,"","Gordon, Jim","OFFICE",1,"Research leading to doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Independent Health Professions","BKN","20202"
12460,"BKN-794A","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","Gordon, Jim","OFFICE",0,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20202"
12461,"BKN-599","DHRP",46,4,4,"Special Topics","C","","Y","14:00","18:00","WF",20,"","Martin, Lorena;Sigward, Susan","",20,"Studies of scientific theory in physical therapy.","Independent Health Professions","BKN","20202"
12462,"BKN-794B","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","Gordon, Jim","OFFICE",0,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20202"
12464,"BKN-794C","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",2,"","Gordon, Jim","OFFICE",2,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20202"
12466,"BKN-794D","DHRP",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",2,"","Gordon, Jim","OFFICE",2,"Credit on acceptance of dissertation.","Independent Health Professions","BKN","20202"
12468,"BKN-794Z","DHRP",59,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","Gordon, Jim","OFFICE",0,"","Independent Health Professions","BKN","20202"
12500,"PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","14:00","15:00","TH",11,"A","Sum, Jonathan, Chen;Matharu, Yogi, S.","ONLINE",11,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20202"
12501,"PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","08:30","09:30","TH",11,"A","Martinez, Clarisa;Sum, Jonathan, Chen;Matharu, Yogi, S.","ONLINE",11,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20202"
12502,"PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","15:30","16:30","TH",11,"A","Sum, Jonathan, Chen;Matharu, Yogi, S.","ONLINE",11,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20202"
12503,"PT-561E","DHRP",969,2,2,"Evidence for Physical Therapist Practice","C","","Y","10:00","11:00","TH",11,"A","Martinez, Clarisa;Sum, Jonathan, Chen;Matharu, Yogi, S.","ONLINE",11,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20202"
12504,"PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","08:00","10:00","MW",11,"A","Yamaguchi, Noriko;Sebelski, Chris","ONLINE",11,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20202"
12505,"PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","08:00","10:00","MW",11,"A","Sebelski, Chris","ONLINE",11,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20202"
12506,"PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","10:30","12:30","MW",11,"A","Yamaguchi, Noriko;Sebelski, Chris","ONLINE",11,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20202"
12507,"PT-650","DHRP",969,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","TBA","TBA","",11,"A","Matthews, Didi;Sebelski, Chris","OFFICE",11,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20202"
12508,"PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","09:00","10:00","M",11,"A","Landel, Rob","ONLINE",11,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20202"
12509,"PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","09:00","10:00","M",11,"A","Mikkelsen, Pamela;Landel, Rob","ONLINE",11,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20202"
12510,"PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","11:45","12:45","M",11,"A","Buxton, Rubi, S;Landel, Rob","ONLINE",11,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20202"
12511,"PT-625","DENT",969,3,3,"Emerging Topics in Physical Therapy","C","","Y","10:30","11:30","M",11,"A","Mikkelsen, Pamela;Landel, Rob","ONLINE",11,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20202"
12512,"PT-600D","DENT",986,4,4,"Clinical Clerkship","C","","Y","TBA","TBA","",44,"A","Teglia, Valerie;Simpson, Michael, S","OFFICE",44,"Practical experience in eight week physical therapy psychomotor skills, decision making and professional behaviors.","Ostrow School of Dentistry","PT","20202"
12527,"PT-551","DENT",985,3,3,"Therapeutic Application of Physical Agents","CL","","Y","TBA","TBA","",93,"","Pomrantz, Amy","OFFICE",93,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20202"
12528,"PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","08:30","10:00","WF",9,"A","Yamada, Kimiko;Pomrantz, Amy","OFFICE",9,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20202"
12529,"PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","08:30","10:00","WF",10,"A","Rancour, Jessica;Pomrantz, Amy","OFFICE",10,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20202"
12530,"PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","10:30","12:00","WF",10,"A","Yamada, Kimiko;Pomrantz, Amy","OFFICE",10,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20202"
12531,"PT-551","DENT",957,3,3,"Therapeutic Application of Physical Agents","CL","","Y","10:30","12:00","WF",11,"A","Rancour, Jessica;Pomrantz, Amy","OFFICE",11,"Physiologic responses to the application of thermal, mechanical, electromagnetic and hydrodynamic therapeutic procedures. Evaluation procedures and intervention planning.","Ostrow School of Dentistry","PT","20202"
12539,"PT-516","DENT",985,1,1,"Principles of Disease","C","","Y","TBA","TBA","",93,"","Smith, Beth","OFFICE",93,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20202"
12541,"PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","09:00","10:00","TH",14,"A","Lochala, Carly;Smith, Beth;Nelsen, Monica, Andrea","OFFICE",14,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20202"
12542,"PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","13:30","14:30","TH",12,"A","Smith, Beth;Nelsen, Monica, Andrea","OFFICE",12,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20202"
12543,"PT-516","DENT",957,1,1,"Principles of Disease","C","Y","Y","14:00","15:00","TH",14,"A","Nelsen, Monica, Andrea;Smith, Beth","OFFICE",14,"Principles and mechanisms of genetics, immunology, infection, wound healing, and oncology.","Ostrow School of Dentistry","PT","20202"
12544,"PT-625","DENT",964,3,3,"Emerging Topics in Physical Therapy","C","","Y","TBA","TBA","",95,"","Landel, Rob","OFFICE",95,"Familiarize the developing PT with emerging research, technology and skills that show promise in preparation for advances in patient management.","Ostrow School of Dentistry","PT","20202"
12548,"PT-600B","DENT",987,3,3,"Clinical Experience","C","","Y","TBA","TBA","",93,"","Simpson, Michael, S;Teglia, Valerie","OFFICE",93,"Practical experience in six-week physical therapy manual skills, decision making, and professional behaviors.","Ostrow School of Dentistry","PT","20202"
12549,"PT-600B","DENT",756,3,3,"Clinical Experience","C","","Y","TBA","TBA","",40,"A","Simpson, Michael, S;Teglia, Valerie","OFFICE",40,"Practical experience in six-week physical therapy manual skills, decision making, and professional behaviors.","Ostrow School of Dentistry","PT","20202"
12550,"PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","08:00","09:30","T",12,"A","Resnik, Cheryl, D.","ONLINE",12,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20202"
12551,"PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","08:00","09:30","T",13,"A","Gallardo, Oscar, G.;Resnik, Cheryl, D.","ONLINE",13,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20202"
12552,"PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","10:00","11:30","T",12,"A","Resnik, Cheryl, D.","ONLINE",12,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20202"
12553,"PT-561A","DHRP",795,2,2,"Evidence for Physical Therapist Practice","C","Y","Y","11:00","12:30","T",13,"A","Teglia, Valerie;Resnik, Cheryl, D.","ONLINE",13,"Introduction to a patient-centered Evidence Based Practice model with emphasis on professional communication skills, ethics, professional guidelines, laws and regulations.","Independent Health Professions","PT","20202"
12554,"PT-600D","DENT",963,4,4,"Clinical Clerkship","C","","Y","TBA","TBA","",96,"","Simpson, Michael, S;Teglia, Valerie","OFFICE",96,"Practical experience in eight week physical therapy psychomotor skills, decision making and professional behaviors.","Ostrow School of Dentistry","PT","20202"
12566,"PT-509","DHRP",795,3,3,"Cellular and Systems Physiology","C","Y","Y","08:30","10:00","M",12,"A","Barroso, Max;Erceg, David;Stevenson, Janet, Lin","ONLINE",12,"Selected subjects in cellular and systems physiology.  Emphasis on molecular and cellular aspects of neuromuscular function; also hepatic; renal and endocrine physiology.","Independent Health Professions","PT","20202"
12567,"PT-509","DHRP",795,3,3,"Cellular and Systems Physiology","C","Y","Y","10:00","11:30","M",13,"A","Erceg, David;Stevenson, Janet, Lin","ONLINE",13,"Selected subjects in cellular and systems physiology.  Emphasis on molecular and cellular aspects of neuromuscular function; also hepatic; renal and endocrine physiology.","Independent Health Professions","PT","20202"
12568,"PT-509","DHRP",795,3,3,"Cellular and Systems Physiology","C","Y","Y","10:30","12:00","M",13,"A","Barroso, Max;Erceg, David;Stevenson, Janet, Lin","ONLINE",13,"Selected subjects in cellular and systems physiology.  Emphasis on molecular and cellular aspects of neuromuscular function; also hepatic; renal and endocrine physiology.","Independent Health Professions","PT","20202"
12569,"PT-509","DHRP",795,3,3,"Cellular and Systems Physiology","C","Y","Y","12:30","14:00","M",12,"A","Erceg, David;Stevenson, Janet, Lin","ONLINE",12,"Selected subjects in cellular and systems physiology.  Emphasis on molecular and cellular aspects of neuromuscular function; also hepatic; renal and endocrine physiology.","Independent Health Professions","PT","20202"
12570,"PT-650","DHRP",964,2,2,"Differential Diagnosis in Physical Therapy","C","","Y","TBA","TBA","",96,"","Sebelski, Chris","OFFICE",96,"Consideration of principle of differential diagnosis with emphasis on mastering this skill.","Independent Health Professions","PT","20202"
12593,"PT-530B","DENT",957,2,2,"Therapeutic Exercise","C","","Y","08:00","09:30","TH",9,"A","Nguyen, Claire;Derrick, Mary","OFFICE",9,"Examination of needs analysis and prescription of exercise programs for special patient populations and assessment of current community trends in exercise and wellness.","Ostrow School of Dentistry","PT","20202"
12594,"PT-561E","DHRP",964,2,2,"Evidence for Physical Therapist Practice","C","","Y","TBA","TBA","",95,"","Matharu, Yogi, S.","OFFICE",95,"Analysis of the integration of physical therapist practice into the national health care system; administration, budgeting and reimbursement for physical therapist services.","Independent Health Professions","PT","20202"
12595,"PT-530B","DENT",957,2,2,"Therapeutic Exercise","C","Y","Y","10:15","11:45","TH",10,"A","Haile, Jari;Derrick, Mary","OFFICE",10,"Examination of needs analysis and prescription of exercise programs for special patient populations and assessment of current community trends in exercise and wellness.","Ostrow School of Dentistry","PT","20202"
12596,"PT-530B","DENT",957,2,2,"Therapeutic Exercise","C","Y","Y","08:00","09:30","TH",11,"A","Derrick, Mary","OFFICE",11,"Examination of needs analysis and prescription of exercise programs for special patient populations and assessment of current community trends in exercise and wellness.","Ostrow School of Dentistry","PT","20202"
12597,"PT-530B","DENT",957,2,2,"Therapeutic Exercise","C","Y","Y","11:30","13:00","TH",10,"A","Nguyen, Claire;Derrick, Mary","OFFICE",10,"Examination of needs analysis and prescription of exercise programs for special patient populations and assessment of current community trends in exercise and wellness.","Ostrow School of Dentistry","PT","20202"
12598,"PT-530B","DENT",985,2,2,"Therapeutic Exercise","C","","Y","TBA","TBA","",93,"","Schroeder, E. Todd, Todd;Surdyka, Marc;Derrick, Mary","OFFICE",93,"Examination of needs analysis and prescription of exercise programs for special patient populations and assessment of current community trends in exercise and wellness.","Ostrow School of Dentistry","PT","20202"
13800,"HRM-500","BVC",988,2,2,"Human Resource Strategy","C","","Y","17:30","18:30","W",27,"","Ostrov, Robert;Chen, Michael;Montante, Christopher","ONLINE",27,"Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","Bovard College","HRM","20202"
13801,"HRM-500","BVC",988,2,2,"Human Resource Strategy","C","","Y","17:30","18:30","W",26,"","Johnson, Ed;Chen, Michael;Montante, Christopher","ONLINE",26,"Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","Bovard College","HRM","20202"
13802,"HRM-500","BVC",988,2,2,"Human Resource Strategy","C","","Y","17:30","18:30","W",25,"","Clements, Nicholas;Chen, Michael;Montante, Christopher","ONLINE",25,"Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","Bovard College","HRM","20202"
13804,"HRM-505","BVC",988,2,2,"Organizational Culture and Employee Outcomes","C","","Y","18:30","19:30","H",21,"","Miller, Lee;Chen, Michael;Montante, Christopher","ONLINE",21,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","Bovard College","HRM","20202"
13805,"HRM-505","BVC",981,2,2,"Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","W",18,"","McGrath, Michael;Chen, Michael;Montante, Christopher","ONLINE",18,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","Bovard College","HRM","20202"
13806,"HRM-505","BVC",981,2,2,"Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","W",18,"","Cooper, Carly;Chen, Michael;Montante, Christopher","ONLINE",18,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","Bovard College","HRM","20202"
13808,"HRM-510","BVC",988,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",20,"","Berg, Susan;Chen, Michael;Montante, Christopher","ONLINE",20,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","Bovard College","HRM","20202"
13809,"HRM-510","BVC",988,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",19,"","Babicz, Marcelline;Chen, Michael;Montante, Christopher","ONLINE",19,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","Bovard College","HRM","20202"
13810,"HRM-510","BVC",981,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",21,"","Berg, Susan;Chen, Michael;Montante, Christopher","ONLINE",21,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","Bovard College","HRM","20202"
13811,"HRM-510","BVC",981,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",21,"","Cumberlander, Wanda;Chen, Michael;Montante, Christopher","ONLINE",21,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","Bovard College","HRM","20202"
13812,"HRM-515","BVC",988,2,2,"Organization Design","C","","Y","18:30","19:30","H",19,"","Mack, Eryn;Chen, Michael;Montante, Christopher","ONLINE",19,"Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","Bovard College","HRM","20202"
13813,"HRM-515","BVC",988,2,2,"Organization Design","C","","Y","18:30","19:30","H",17,"","Hayashi, Tomoaki;Chen, Michael;Montante, Christopher","ONLINE",17,"Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","Bovard College","HRM","20202"
13815,"HRM-520","BVC",981,2,2,"Talent Management","C","","Y","18:30","19:30","W",26,"","Johnson, Ed;Chen, Michael;Montante, Christopher","ONLINE",26,"Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","Bovard College","HRM","20202"
13816,"HRM-505","BVC",988,2,2,"Organizational Culture and Employee Outcomes","C","","Y","18:30","19:30","T",19,"","McGrath, Michael;Chen, Michael;Montante, Christopher","ONLINE",19,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","Bovard College","HRM","20202"
13822,"HRM-520","BVC",981,2,2,"Talent Management","C","","Y","18:30","19:30","W",27,"","Babicz, Marcelline;Chen, Michael;Montante, Christopher","ONLINE",27,"Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","Bovard College","HRM","20202"
13823,"HRM-520","BVC",981,2,2,"Talent Management","C","","Y","18:30","19:30","T",25,"","Blain, Roberto;Chen, Michael;Montante, Christopher","ONLINE",25,"Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","Bovard College","HRM","20202"
13824,"HRM-525","BVC",988,2,2,"Total Rewards","C","","Y","17:30","18:30","W",28,"","Charas, Solange;Chen, Michael;Montante, Christopher","ONLINE",28,"Provides a comprehensive look at the employee rewards strategies that human resource practitioners promote and manage including compensation, performance management, benefits, and non-monetary rewards.","Bovard College","HRM","20202"
13825,"HRM-525","BVC",988,2,2,"Total Rewards","C","","Y","17:30","18:30","W",25,"","Glynn, Deborah, Anne;Chen, Michael;Montante, Christopher","ONLINE",25,"Provides a comprehensive look at the employee rewards strategies that human resource practitioners promote and manage including compensation, performance management, benefits, and non-monetary rewards.","Bovard College","HRM","20202"
