"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
408,"USC-300","LASO",887,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",5,"","","OFF CAMPUS",5,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
409,"USC-300","LASO",899,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
410,"USC-300","LASO",316,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
411,"USC-300","LASO",895,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",4,"","","OFF CAMPUS",4,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
412,"USC-300","LASO",409,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",3,"","","OFF CAMPUS",3,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
413,"USC-300","LASO",738,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",8,"","","OFF CAMPUS",8,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
414,"USC-300","LASO",821,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
415,"USC-300","LASO",976,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",7,"","","OFF CAMPUS",7,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
416,"USC-300","LASO",327,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
417,"USC-300","LASO",260,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",6,"","","OFF CAMPUS",6,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
418,"USC-300","LASO",873,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
419,"USC-300","LASO",92,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",5,"","","OFF CAMPUS",5,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
420,"USC-300","LASO",970,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
421,"USC-300","LASO",730,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
422,"USC-300","LASO",944,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",5,"","","OFF CAMPUS",5,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
423,"USC-300","LASO",971,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",3,"","","OFF CAMPUS",3,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
424,"USC-300","LASO",132,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
425,"USC-300","LASO",90,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",4,"","","OFF CAMPUS",4,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
426,"USC-300","LASO",844,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",3,"","","OFF CAMPUS",3,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
427,"USC-300","LASO",613,4,4,"Overseas Block Enrollment","C","","Y","TBA","TBA","",0,"","","OFF CAMPUS",0,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
428,"USC-300","LASO",613,8,8,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
429,"USC-300","LASO",613,4,4,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
430,"USC-300","LASO",613,8,8,"Overseas Block Enrollment","C","","Y","TBA","TBA","",2,"","","OFF CAMPUS",2,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
431,"USC-300","LASO",172,16,16,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
457,"USC-300","LASO",278,12,12,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
459,"USC-300","LASO",456,15,15,"Overseas Block Enrollment","C","","Y","TBA","TBA","",1,"","","OFF CAMPUS",1,"Block enrollment course for registration purposes only.","LAS - Other Programs","USC","20223"
901,"USC-099","BUAD",18,1,18,"WBB Semester At Large","C","","Y","TBA","TBA","",67,"","","OFFICE",67,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","Gordon S. Marshall School of Business","USC","20223"
903,"USC-099","BUAD",828,1,18,"WBB Semester At Large","C","","Y","TBA","TBA","",44,"","","OFFICE",44,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","Gordon S. Marshall School of Business","USC","20223"
2603,"LAW-200","LAW",1,4,4,"Law and Society","C","","Y","12:00","13:20","MW",140,"","Epstein, Lee, Joan","THH301",140,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2604,"LAW-320","LAW",1,4,4,"Law, Slavery, and Race","C","","Y","12:00","13:20","MW",64,"","Gross, Ariela","LAW103",64,"Studies how law, politics and culture interacted to shape the institution of slavery and the development of modern conceptions of race.","Gould School of Law","LAW","20223"
2605,"LAW-320","LAW",1,0,0,"Law, Slavery, and Race","D","","Y","10:00","10:50","F",22,"","Gross, Ariela","VPD107",22,"Studies how law, politics and culture interacted to shape the institution of slavery and the development of modern conceptions of race.","Gould School of Law","LAW","20223"
2606,"LAW-200","LAW",1,0,0,"Law and Society","D","","Y","15:00","15:50","M",23,"","Epstein, Lee, Joan;Berger, Aron, Anthony Francis Elliot","LVL 16.00",23,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2607,"LAW-300","LAW",1,4,4,"Concepts in American Law","C","","Y","14:00","15:50","MW",99,"","Klerman, Dan","LAW7",99,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","Gould School of Law","LAW","20223"
2608,"LAW-200","LAW",1,0,0,"Law and Society","D","","Y","14:00","14:50","M",28,"","Epstein, Lee, Joan;Berger, Aron, Anthony Francis Elliot","WPH B30",28,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2609,"LAW-320","LAW",1,0,0,"Law, Slavery, and Race","D","","Y","13:00","13:50","F",21,"","Gross, Ariela","VPD107",21,"Studies how law, politics and culture interacted to shape the institution of slavery and the development of modern conceptions of race.","Gould School of Law","LAW","20223"
2610,"LAW-320","LAW",1,0,0,"Law, Slavery, and Race","D","","Y","11:00","11:50","F",21,"","Gross, Ariela","VPD107",21,"Studies how law, politics and culture interacted to shape the institution of slavery and the development of modern conceptions of race.","Gould School of Law","LAW","20223"
2611,"LAW-200","LAW",1,0,0,"Law and Society","D","","Y","15:00","15:50","W",12,"","Epstein, Lee, Joan;Bajwa, Sadaf, A","LVL 16.00",12,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2612,"LAW-200","LAW",1,0,0,"Law and Society","D","","Y","14:00","14:50","W",23,"","Epstein, Lee, Joan;Bajwa, Sadaf, A","CPA207",23,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2613,"LAW-205","LAW",1,4,4,"Introduction to Criminal Law","C","","Y","12:00","13:40","TH",39,"","Johnson, Peter","LAW130",39,"Provides a comprehensive analysis of the criminal justice system and an overview of the fundamentals of substantive criminal law.","Gould School of Law","LAW","20223"
2615,"LAW-402","LAW",1,4,4,"Psychology and Law","C","","Y","16:00","19:50","W",89,"A","Larson, Rakel","ONLINE",89,"Explores issues of responsibility and credibility.  Intentional and unintentional behavior.  Clinical biases.  Topics include witness credibility, confessions, cults, hostages, battered persons, and repressed memories.","Gould School of Law","LAW","20223"
2616,"LAW-201","LAW",1,4,4,"Law and Politics","C","","Y","16:00","19:20","T",24,"","Tolson, Franita","LAW2",24,"Examination of the rules and realities of American politics, and the role politics plays in American life and culture.","Gould School of Law","LAW","20223"
2620,"LAW-200","LAW",1,0,0,"Law and Society","D","","Y","14:00","14:50","M",29,"","Epstein, Lee, Joan;Kim, Hyeisoo","THH213",29,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2621,"LAW-320","LAW",1,0,0,"Law, Slavery, and Race","D","","N","11:00","11:50","F",0,"","Gross, Ariela","",0,"Studies how law, politics and culture interacted to shape the institution of slavery and the development of modern conceptions of race.","Gould School of Law","LAW","20223"
2627,"LAW-225","LAW",1,2,2,"Current Court Cases","C","","Y","12:00","13:50","T",44,"","Grabarsky, Todd","LAW103",44,"Exposes students to the impact of legal decisions on society through analysis of pending and recent cases on the courts docket.","Gould School of Law","LAW","20223"
2634,"LAW-490","LAW",1,1,4,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Individual research and readings.","Gould School of Law","LAW","20223"
2635,"LAW-492","LAW",1,1,4,"Undergraduate Law Review","C","","Y","TBA","TBA","",14,"","Rodgers, Jeff","OFFICE",14,"Introduces students to the basics of legal writing and research, with a focus on legal scholarship and law review-type journal articles.","Gould School of Law","LAW","20223"
2651,"LAW-352","LAW",1,4,4,"Introduction to Law and Economics","C","","Y","10:00","11:50","TH",7,"","Maniscalco, Robert","GFS105",7,"An exploration of core aspects of the US legal system (property, contracts, torts, criminal law, civil procedure) from the perspective of basic economics theory.","Gould School of Law","LAW","20223"
2653,"LAW-212","LAW",1,4,4,"Immigration Law for a New America","C","","Y","12:00","13:40","MW",16,"","Reisz, Jean","VPD106",16,"Examines current immigration law in America, the normative debates over immigration policies and the role the government plays in expanding or limiting immigration rights.","Gould School of Law","LAW","20223"
2654,"LAW-305","LAW",1,4,4,"International Influence: Law and Power","C","","Y","10:00","11:50","MW",10,"","Zaverukha, Iryna","THH B9",10,"Examination of the philosophic and political concepts that underpin international influence, while learning how this structure impacts the modern incentives and interests of international actors.","Gould School of Law","LAW","20223"
2655,"LAW-498","LAW",1,1,4,"Law Internship","C","","Y","TBA","TBA","",0,"","Rodgers, Jeff","OFFICE",0,"Intensive experience with a law-related non-profit organization, or public agency.","Gould School of Law","LAW","20223"
2656,"LAW-498","LAW",2,1,4,"Law Internship","C","","Y","TBA","TBA","",1,"","Rodgers, Jeff","OFFICE",1,"Intensive experience with a law-related non-profit organization, or public agency.","Gould School of Law","LAW","20223"
2662,"LAW-200","LAW",1,0,0,"Law and Society","D","","Y","14:00","14:50","W",25,"","Epstein, Lee, Joan;Kim, Hyeisoo","CPA160",25,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","Gould School of Law","LAW","20223"
2665,"LAW-210","LAW",1,4,4,"Fundamentals of the U.S. Legal System","C","","Y","14:00","15:40","TH",116,"","Scotten, Donald","LAW7",116,"Introduces the U.S. legal system and its relationship to basic principles of the rule of law. Examines lawmaking institutions, judicial processes and contemporary legal issues.","Gould School of Law","LAW","20223"
3010,"LAW-502","LAW",991,4,4,"Procedure I","C","","Y","10:45","12:00","MTW",75,"","Rich, Stephen, M.","LAW1",75,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","Gould School of Law","LAW","20223"
3014,"LAW-502","LAW",991,4,4,"Procedure I","C","","Y","8:00","9:50","MW",75,"","Craig, Robin","LAW7",75,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","Gould School of Law","LAW","20223"
3019,"LAW-502","LAW",991,4,4,"Procedure I","C","","Y","10:00","11:50","MW",73,"","Klerman, Dan","LAW101",73,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","Gould School of Law","LAW","20223"
3020,"LAW-503","LAW",991,4,4,"Contracts","C","","Y","8:00","9:50","MW",75,"","Barnett, Jonathan, M.","LAW101",75,"The interpretation and enforcement of promises and agreements.","Gould School of Law","LAW","20223"
3024,"LAW-503","LAW",991,4,4,"Contracts","C","","Y","13:30","15:20","TH",75,"","Barry, Jordan, Michael","LAW1",75,"The interpretation and enforcement of promises and agreements.","Gould School of Law","LAW","20223"
3029,"LAW-503","LAW",991,4,4,"Contracts","C","","Y","8:30","9:45","MTW",73,"","Gross, Ariela","LAW1",73,"The interpretation and enforcement of promises and agreements.","Gould School of Law","LAW","20223"
3070,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","13:30","15:20","MH",75,"","Hovenkamp, Erik, N.","LAW101",75,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20223"
3074,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","10:30","11:40","MTH",75,"","Keating, Greg","LAW7",75,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20223"
3079,"LAW-509","LAW",991,4,4,"Torts I","C","","Y","14:00","15:50","MW",74,"","Scotten, Donald","LAW1",74,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","Gould School of Law","LAW","20223"
3100,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",16,"","Polatoglu, Serli;Carroll, Elizabeth","LAW114",16,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3101,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",15,"","Nadadur, Anuj;Carroll, Elizabeth","LAW118",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3102,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",16,"","Yacoubian, Talin;Carroll, Elizabeth","LAW223",16,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3103,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",13,"","Lee, John;Carroll, Elizabeth","LAW221",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3104,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH",15,"","Zhong, Elaine;Carroll, Elizabeth","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3105,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",15,"","Moulton, Michael;Carroll, Elizabeth","LAW114",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3106,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",15,"","Lee, Phillip;Carroll, Elizabeth","LAW118",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3107,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",14,"","Kouyoumdjian, Natalie;Carroll, Elizabeth","LAW221",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3108,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",16,"","Canter, Nancy;Carroll, Elizabeth","LAW213",16,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3109,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","8:00","8:50","TH",15,"","Lonergan, Rebecca, S.;Carroll, Elizabeth","LAW223",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3110,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",14,"","Kouyoumdjian, Natalie;Carroll, Elizabeth","LAW12",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3111,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",15,"","Carroll, Elizabeth","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3112,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",15,"","Chorba, Christine;Carroll, Elizabeth","LAW114",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3113,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",14,"","Isken, Jonathan;Carroll, Elizabeth","LAW103",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3114,"LAW-515","LAW",991,3,3,"Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH",15,"","Papazian, Steven;Carroll, Elizabeth","LAW221",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3116,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","W",16,"","Jaque, Diana, C","LAW213",16,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3117,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","W",15,"","Moorman, Paul, J.","LAW223",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3118,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","14:00","14:50","W",16,"","Skinner, Karen","LAW221",16,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3119,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","11:00","11:50","H",13,"","Madole, Amber, K","LAW223",13,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3120,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","11:00","11:50","H",15,"","Skinner, Karen","LAW107",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3121,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","10:00","10:50","W",15,"","Ellis, Diane, L.","LAW213",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3122,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","10:00","10:50","W",15,"","Guyer, Cindy","LAW221",15,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3123,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","10:00","10:50","W",14,"","Madole, Amber, K","LAW223",14,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
3124,"LAW-515","LAW",991,0,0,"Legal Research, Writing, and Advocacy I","D","","Y","9:00","9:50","H",16,"","Ellis, Diane, L.","LAW213",16,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","Gould School of Law","LAW","20223"
