"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"10119","ALI-242","LASH",1,2,2,"High Intermediate Pronunciation","C","","Y","12:00","13:50","MW",6,"","Griner, Barry, David","DMC107",6,"Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","ALI","20241"
"10121","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","N","8:00","9:20","TH",0,"","","",0,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10122","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","Y","11:00","12:20","TH",8,"","Martinez, Olivia, Veronica","SOSB45",8,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10123","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","Y","12:30","13:50","TH",9,"","Briesch Sumner, Kimberley","SOSB38",9,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10124","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","N","14:00","15:20","MW",0,"","","OFFICE",0,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10125","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","N","14:00","15:20","TH",0,"","","",0,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10126","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","N","15:30","16:50","TH",0,"","","",0,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10127","ALI-244","LAS",1,2,2,"Academic and Professional Speaking Skills III","C","","Y","17:00","18:20","TH",6,"","Briesch Sumner, Kimberley","THH111",6,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10129","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","8:30","9:50","MW",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10130","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","8:00","9:20","TH",0,"","","",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10131","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","Y","9:30","10:50","TH",8,"","Kang, Nina","THH111",8,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10132","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","10:00","11:20","TH",0,"","Jones, Richard","OFFICE",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10133","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","Y","11:00","12:20","TH",9,"","Kang, Nina","DMC104",9,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10134","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","Y","12:30","13:50","TH",12,"","Kang, Nina","DMC153",12,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10135","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","12:30","13:50","TH",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10136","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","14:00","15:20","MW",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10137","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","Y","15:30","16:50","MW",14,"","Jones, Richard","THH117",14,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10138","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","15:30","16:50","MW",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10139","ALI-245","LAS",1,2,2,"Academic and Professional Writing III","C","","N","17:00","18:20","MW",0,"","","",0,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10140","ALI-252","LASH",1,2,2,"Advanced Pronunciation","C","","N","8:30","9:50","MW",0,"","","",0,"Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10142","ALI-246","LAS",1,3,3,"Intermediate Oral Communication for ITAs","C","","N","10:00","11:50","MW",0,"","","OFFICE",0,"Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20241"
"10143","ALI-252","LASH",1,2,2,"Advanced Pronunciation","C","","N","14:00","15:20","MW",0,"","Griner, Barry, David","OFFICE",0,"Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10144","ALI-252","LASH",1,2,2,"Advanced Pronunciation","C","","Y","12:30","13:50","TH",12,"","Griner, Barry, David","LVL3B",12,"Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10145","ALI-254","LAS",1,2,2,"Academic and Professional Speaking Skills IV","C","","N","14:00","15:20","TH",0,"","","OFFICE",0,"Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10146","ALI-254","LAS",1,2,2,"Academic and Professional Speaking Skills IV","C","","N","15:30","16:50","MW",0,"","","OFFICE",0,"Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10147","ALI-254","LAS",1,2,2,"Academic and Professional Speaking Skills IV","C","","Y","12:00","13:50","MW",5,"","Martinez, Olivia, Veronica","THH109",5,"Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10148","ALI-255","LAS",1,2,2,"Academic and Professional Writing Skills IV","C","","N","9:30","10:50","TH",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10149","ALI-255","LAS",1,2,2,"Academic and Professional Writing Skills IV","C","","N","15:30","16:50","TH",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10150","ALI-255","LAS",1,2,2,"Academic and Professional Writing Skills IV","C","","Y","15:30","16:50","TH",12,"","Jones, Richard","SOSB43",12,"Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10151","ALI-255","LAS",1,2,2,"Academic and Professional Writing Skills IV","C","","N","17:00","18:20","MW",0,"","","OFFICE",0,"Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20241"
"10152","ALI-256","LAS",1,3,3,"High Intermediate Oral Communication for ITAs","C","","Y","10:00","11:50","MW",7,"","Tzoytzoyrakos, Anastassia","SOSB43",7,"Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20241"
"10153","ALI-256","LAS",1,3,3,"High Intermediate Oral Communication for ITAs","C","","Y","10:00","11:50","TH",6,"","Tzoytzoyrakos, Anastassia","THH107",6,"Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20241"
"10154","ALI-270","LASH",1,3,3,"Advanced Oral Communication for ITAs","C","","N","10:00","11:50","MW",0,"","Clausen, Reka, Azad","DMC153",0,"Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20241"
"10155","ALI-270","LASH",1,3,3,"Advanced Oral Communication for ITAs","C","","Y","10:00","11:50","TH",5,"","Levin, Tracy, Frances","THH109",5,"Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20241"
"10156","ALI-270","LASH",1,3,3,"Advanced Oral Communication for ITAs","C","","N","12:00","13:50","TH",0,"","","",0,"Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20241"
"10157","ALI-270","LASH",1,3,3,"Advanced Oral Communication for ITAs","C","","Y","12:00","13:50","MW",6,"","Clausen, Reka, Azad","DMC153",6,"Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20241"
"10159","ALI-271","LASH",1,2,2,"Language Tutorial for International Teaching Assistants","C","","Y","8:00","9:50","F",3,"","Clausen, Reka, Azad","OFFICE",3,"Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20241"
"10160","ALI-271","LASH",1,2,2,"Language Tutorial for International Teaching Assistants","C","","Y","14:00","15:50","F",2,"","Aarsen, Lucienne, Louise","OFFICE",2,"Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20241"
"10161","ALI-271","LASH",1,2,2,"Language Tutorial for International Teaching Assistants","C","","Y","16:00","17:50","F",3,"","Griner, Barry, David","OFFICE",3,"Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20241"
"10162","ALI-271","LASH",1,2,2,"Language Tutorial for International Teaching Assistants","C","","Y","16:00","17:50","F",2,"","Levin, Tracy, Frances","OFFICE",2,"Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20241"
"10163","ALI-271","LASH",1,2,2,"Language Tutorial for International Teaching Assistants","C","","Y","16:00","17:50","F",2,"","Clausen, Reka, Azad","THH115",2,"Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20241"
"10164","ALI-274","LASH",1,2,2,"Advanced Academic and Professional Spoken English","C","","Y","15:30","16:50","MW",5,"","Levin, Tracy, Frances","SOSB51",5,"Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20241"
"10165","ALI-274","LASH",1,2,2,"Advanced Academic and Professional Spoken English","C","","Y","12:30","13:50","TH",8,"","Aarsen, Lucienne, Louise","WPH204",8,"Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20241"
"10166","ALI-274","LASH",1,2,2,"Advanced Academic and Professional Spoken English","C","","Y","17:00","18:20","TH",8,"","Aarsen, Lucienne, Louise","WPH104",8,"Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20241"
"10169","ALI-275","LASH",1,2,2,"Writing for Publication and Dissertations","C","","N","14:00","16:50","F",0,"","","",0,"Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20241"
"10170","ALI-275","LASH",1,2,2,"Writing for Publication and Dissertations","C","","Y","14:00","16:50","F",10,"","Jones, Richard","DMC153",10,"Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20241"
"10171","ALI-275","LASH",1,2,2,"Writing for Publication and Dissertations","C","","N","15:30","16:50","MW",0,"","","OFFICE",0,"Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20241"
"10172","ALI-275","LASH",1,2,2,"Writing for Publication and Dissertations","C","","Y","15:30","16:50","TH",6,"","Murphy, Mary Ann","DMC153",6,"Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20241"
"10173","ALI-275","LASH",1,2,2,"Writing for Publication and Dissertations","C","","Y","16:00","17:20","MW",6,"","Murphy, Mary Ann","THH213",6,"Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20241"
"10200","ACAD-174","ACAD",1,2,2,"Innovators Forum","C","","Y","17:00","19:50","M",53,"","Thomas, Doug;Child, Stephen, C.","IYH210/211",53,"Leaders in diverse disciplines, industries and the arts present and discuss problems facing society and critique real-world projects that challenge the concept of innovation.","ACAD","20241"
"10202","ACAD-176","ACAD",1,4,4,"Rapid Visualization","C","","Y","14:00","16:50","MW",26,"","Child, Stephen, C.","IYH111",26,"Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","ACAD","20241"
"10203","ACAD-177","ACAD",1,2,2,"Digital Toolbox: Design","C","","Y","17:00","19:50","W",28,"","Child, Stephen, C.","IYH210",28,"Basics of industry-standard creative, analytical and presentation software. Applications include design, illustration, presentation and publishing.","ACAD","20241"
"10206","ACAD-178","ACAD",1,2,2,"Digital Toolbox: Motion Graphics","C","","Y","9:00","11:50","H",23,"","Siegel, Aaron","IYH210/211",23,"Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","ACAD","20241"
"10207","ACAD-180","ACAD",1,2,2,"Digital Toolbox: Audio and Video","C","","Y","9:00","11:50","T",14,"","Beier, David","IYH210/211",14,"Basics of designing, creating, processing, editing and distributing audio and video.","ACAD","20241"
"10209","ACAD-181","ACAD",1,4,4,"Disruptive Innovation","C","","Y","18:00","19:50","MW",22,"","Swain, Chris","IYH212",22,"Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","ACAD","20241"
"10211","ACAD-182","ACAD",1,4,4,"Case Studies in Innovation","C","","Y","9:00","10:50","MW",46,"","Crowley, Michael, Gregory;Swain, Chris","IYH210/211",46,"Employing a case-study methodology, students analyze the artistic, technological, and entrepreneurial factors and address the conceptual, ethical, and logistical issues that lead to disruptive innovation.","ACAD","20241"
"10215","ACAD-188","ACAD",508,2,2,"Digital Toolbox: Modeling Products I","C","","Y","18:00","19:50","TH",21,"","Hughes, Adam","IYH111",21,"Tools and techniques specific to CAD design and design improvements, focused on the ideation and development new products.","ACAD","20241"
"10217","ACAD-189","ACAD",648,2,2,"Digital Toolbox: Modeling Products II","C","","Y","18:00","19:50","TH",16,"","Hughes, Adam","IYH111",16,"An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products.","ACAD","20241"
"10225","ACAD-217","ACAD",1,4,4,"Extended Reality Design","C","","Y","14:00","16:50","TH",19,"","Becker, Carsten","IYH212/213",19,"Students design and develop live immersive experiences in a variety of mediums including AR, VR and small- to large-scale interactive environments.","ACAD","20241"
"10227","ACAD-240","ACAD",1,4,4,"Materials: Denim to Nanotubes","C","","Y","14:00","15:50","TH",28,"","Hughes, Adam","IYH111",28,"Covers the fundamentals of materials science and introduce students to the principles of designing with specific materials in mind.","ACAD","20241"
"10229","ACAD-245","ACAD",1,4,4,"Designing Products I","C","","Y","17:00","19:50","TH",24,"","Delgatty, Grant","IYH213",24,"An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis.","ACAD","20241"
"10235","ACAD-260","ACAD",1,4,4,"Introduction to Healthcare Innovation","CL","","Y","12:00","13:50","MW",16,"","Lulejian, Armine","IYH212",16,"Introductions to various health innovations, including pathways, technology, techniques and outcomes. A framework for innovation in healthcare and overview of tools for health innovators.","ACAD","20241"
"10239","ACAD-275","ACAD",1,4,4,"Dev I","C","","Y","14:00","16:50","TH",31,"","Dent, Patrick, H","IYH210",31,"Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","ACAD","20241"
"10240","ACAD-275","ACAD",1,4,4,"Dev I","C","","Y","17:00","19:50","TH",15,"","Dent, Patrick, H","IYH210",15,"Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","ACAD","20241"
"10242","ACAD-275","ACAD",1,4,4,"Dev I","C","","Y","17:00","19:50","TH",15,"","Bruneau, John","IYH211",15,"Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","ACAD","20241"
"10245","ACAD-280","ACAD",1,4,4,"Designing Digital Experiences","C","","Y","14:00","16:50","TH",19,"","Siegel, Aaron","IYH211",19,"Designing elegant and powerful interfaces and experiences for the ways people interact with data, devices, systems and digital environments.","ACAD","20241"
"10247","ACAD-281","ACAD",1,4,4,"Designing Live Experiences","CL","","Y","9:00","11:50","TH",23,"","Wolter, Davina","IYH212/213",23,"Experience-based solutions for the design of branded environments and the development of prototypes that are entertaining, informational and inspirational.","ACAD","20241"
"10252","ACAD-309","ACAD",1,4,4,"Dreams and Madness: The Art of Japan's Golden Age of Animation","C","","Y","15:30","18:50","W",117,"","Thomas, Doug","SGM101",117,"An in-depth look at the art, politics, and cultural impact of several Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","ACAD","20241"
"10256","ACAD-324","ACAD",1,4,4,"The Practice of Design: Ideation to Innovation","C","","Y","14:00","16:50","MW",23,"","Lim, Yihyun","IYH213",23,"History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation.","ACAD","20241"
"10265","ACAD-360","ACAD",1,4,4,"Design Strategy: Problem Solving for Organizations","C","","Y","9:00","10:50","MW",47,"","Manos, Matthew","IYH212/213",47,"A professional, collaborative and multidisciplinary consulting approach to diagnosing problems and applying design-based solutions on behalf of organizations.","ACAD","20241"
"10272","ACAD-415","ACAD",1,4,4,"Dev III: Designing Applications for Emerging Platforms","C","","Y","12:00","13:50","MW",10,"","Lim, Yihyun;Bruneau, John","IYH210",10,"An accelerated approach to object-oriented programming, including foundations of applications for devices, with a focus on user interface design.","ACAD","20241"
"10277","ACAD-419","ACAD",1,2,2,"Professional Internship","C","","Y","TBA","TBA","",4,"","Dent, Patrick, H","",4,"An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","ACAD","20241"
"10278","ACAD-431","ACAD",1,4,4,"Devices and Systems for Body Computing","C","","Y","16:00","17:50","MW",8,"","Saxon, Leslie, Ann;Bruneau, John","IYH212",8,"Insights from health devices and enabling software; applying concepts from big data, machine learning and Al to Lifecare data.","ACAD","20241"
"10279","ACAD-445","ACAD",1,4,4,"Designing Products III","C","","Y","14:00","16:50","TH",20,"","Delgatty, Grant","IYH110",20,"An understanding of bringing a product to market through the process of determining consumer pain points, competitive analysis, marketability, feasibility, and the supporting business model.","ACAD","20241"
"10281","ACAD-450","ACAD",1,2,2,"Industry and Impact Projects","CL","","Y","10:00","12:50","F",8,"","Wolter, Davina;Kanazawa, Michael","IYH212/213",8,"Practicum in which student teams serve as design strategists for industry collaborators; advanced methods and processes to solve problems in collaborative, field-specific environments.","ACAD","20241"
"10282","ACAD-450","ACAD",1,2,2,"Industry and Impact Projects","CL","","Y","16:00","17:50","W",9,"","Jones, Malcolm, Jamal;Delgatty, Grant","IYH110",9,"Practicum in which student teams serve as design strategists for industry collaborators; advanced methods and processes to solve problems in collaborative, field-specific environments.","ACAD","20241"
"10284","ACAD-490","ACAD",1,1,4,"Directed Research","C","","Y","TBA","TBA","",1,"","Hughes, Adam","OFFICE",1,"Individual research and readings. Not available for graduate credit.","ACAD","20241"
"10285","ACAD-490","ACAD",1,1,4,"Directed Research","C","","Y","TBA","TBA","",2,"","Jones, Malcolm, Jamal","OFFICE",2,"Individual research and readings. Not available for graduate credit.","ACAD","20241"
"10286","ACAD-475B","ACAD",1,4,4,"The Garage Experience","C","","Y","12:00","14:50","MW",28,"","Sharkey, Tina;Swain, Chris","IYH110",28,"Continuation of ACAD 475a. Students refine and perfect outcomes, leading to a pitch/presentation to faculty and industry experts for funding or validation, and critical networking.","ACAD","20241"
"10287","ACAD-490","ACAD",1,1,6,"Directed Research","C","","Y","TBA","TBA","",7,"","Titus, Alexander","OFFICE",7,"Individual research and readings. Not available for graduate credit.","ACAD","20241"
"10288","ACAD-490","ACAD",1,1,4,"Directed Research","C","","Y","TBA","TBA","",3,"","Manos, Matthew","OFFICE",3,"Individual research and readings. Not available for graduate credit.","ACAD","20241"
"10289","ACAD-490","ACAD",1,1,4,"Directed Research","C","","Y","TBA","TBA","",1,"","Sung, SeoYoon","OFFICE",1,"Individual research and readings. Not available for graduate credit.","ACAD","20241"
"10291","ACAD-480","ACAD",60,4,4,"Design Research","C","","Y","18:00","19:50","MW",8,"A","Lim, Yihyun","ONLINE",8,"Design research methods and techniques; team-based collaborative lab/field research activities; framework design; research protocols; qualitative data synthesis.","ACAD","20241"
"10292","ACAD-491","ACAD",1,1,4,"Individual Instruction","C","","N","TBA","TBA","",0,"","","OFFICE",0,"Weekly, individual instruction with an Academy professor for deep exploration and study within an Academy core discipline.","ACAD","20241"
"10293","ACAD-490","ACAD",1,1,4,"Directed Research","C","","Y","TBA","TBA","",1,"","Siegel, Aaron","OFFICE",1,"Individual research and readings. Not available for graduate credit.","ACAD","20241"
"10298","ACAD-590","ACAD",1,1,5,"Directed Research","C","","N","TBA","TBA","",0,"","","",0,"Research leading to graduate degree. Maximum units which may be applied to degree determined by department.","ACAD","20241"
"10300","AMST-211","LAS",1,4,4,"Sex in America","C","","Y","14:00","15:20","MW",48,"","Shah, Nayan, B","DMC150",48,"Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.","AMST","20241"
"10301","AMST-211","LAS",1,0,0,"Sex in America","D","","Y","11:00","11:50","F",25,"","Kuffour, Julian","DMC206",25,"Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.","AMST","20241"
"10302","AMST-211","LAS",1,0,0,"Sex in America","D","","Y","13:00","13:50","F",23,"","Kuffour, Julian","DMC203",23,"Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.","AMST","20241"
"10303","AMST-230","LAS",1,0,0,"Introduction to African American Studies","D","","Y","10:00","10:50","F",16,"","Davennes, Aurelien","KAP140",16,"Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.","AMST","20241"
"10304","AMST-230","LAS",1,0,0,"Introduction to African American Studies","D","","Y","11:00","11:50","F",24,"","Davennes, Aurelien","KAP148",24,"Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.","AMST","20241"
"10310","AMST-101","LASS",1,4,4,"Race and Class in Los Angeles","C","Y","Y","9:30","10:50","TH",144,"","Nieva, Chrisshonna, Grant","MHP101",144,"Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","AMST","20241"
