"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"10117","ALI-234","LAS","1","2","2","Academic and Professional Speaking Skills II","C","","N","16:00:00","17:20:00","MW","0","","","SOSB51","0","Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10118","ALI-234","LAS","1","2","2","Academic and Professional Speaking Skills II","C","","N","16:00:00","17:20:00","TH","0","","","OFFICE","0","Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10122","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","N","08:00:00","09:20:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10123","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","09:30:00","10:50:00","TH","0","","","SOSB38","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10124","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","10:00:00","11:20:00","MW","1","","","THH111","1","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10125","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","N","10:00:00","11:20:00","TH","0","","","THH111","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10126","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","12:00:00","13:20:00","MW","2","","","SOSB43","2","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10127","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","N","12:00:00","13:20:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10128","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","Y","N","14:00:00","15:20:00","MW","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10129","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","N","14:00:00","15:20:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10133","ALI-242","LASH","1","2","2","High Intermediate Pronunciation","C","","Y","09:30:00","10:50:00","TH","0","","","SOSB45","0","Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","ALI","20233"
"10134","ALI-242","LASH","1","2","2","High Intermediate Pronunciation","C","","Y","11:00:00","12:20:00","TH","2","","","DMC153","2","Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","ALI","20233"
"10135","ALI-242","LASH","1","2","2","High Intermediate Pronunciation","C","","N","15:30:00","16:50:00","TH","0","","","SOSB51","0","Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","ALI","20233"
"10137","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","N","09:30:00","10:50:00","TH","0","","","OFFICE","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10138","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","Y","14:00:00","15:20:00","MW","0","","","SOSB45","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10139","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","Y","16:00:00","17:20:00","MW","0","","","SOSB43","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10140","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","N","16:00:00","17:20:00","TH","0","","","GFS229","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10144","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","08:00:00","09:20:00","TH","1","","","SOSB43","1","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10145","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","09:30:00","10:50:00","TH","0","","","SOSB43","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10146","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","09:30:00","10:50:00","TH","0","","","DMC153","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10147","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","12:00:00","13:20:00","TH","0","","","DMC104","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10148","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","14:00:00","15:20:00","MW","3","","","SOSB43","3","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10149","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","14:00:00","15:20:00","MW","2","","","THH110","2","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10150","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","17:00:00","18:20:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10151","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","17:00:00","18:20:00","TH","2","","","THH205","2","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10153","ALI-246","LAS","1","3","3","Intermediate Oral Communication for ITAs","C","","Y","10:00:00","11:50:00","TH","0","","","","0","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20233"
"10154","ALI-246","LAS","1","3","3","Intermediate Oral Communication for ITAs","C","N","N","14:00:00","15:50:00","TH","0","","","WPH603","0","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20233"
"10155","ALI-246","LAS","1","3","3","Intermediate Oral Communication for ITAs","C","","Y","10:00:00","11:50:00","MW","0","","","DMC103","0","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20233"
"10157","ALI-252","LASH","1","2","2","Advanced Pronunciation","C","","Y","15:30:00","16:50:00","TH","0","","","DMC208","0","Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10158","ALI-252","LASH","1","2","2","Advanced Pronunciation","C","","Y","14:00:00","15:20:00","TH","0","","","DMC254","0","Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10160","ALI-254","LAS","1","2","2","Academic and Professional Speaking Skills IV","C","","N","08:30:00","09:50:00","MW","0","","","OFFICE","0","Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10161","ALI-254","LAS","1","2","2","Academic and Professional Speaking Skills IV","C","","N","15:30:00","16:50:00","TH","0","","","DMC153","0","Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10162","ALI-254","LAS","1","2","2","Academic and Professional Speaking Skills IV","C","","Y","17:00:00","18:20:00","MW","5","","","THH117","5","Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10163","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","12:00:00","13:20:00","MW","1","","","THH105","1","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10164","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","12:00:00","13:50:00","MW","0","","","WPH101","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10165","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","12:00:00","13:50:00","MW","0","","","SOSB45","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10166","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","12:30:00","13:50:00","TH","0","","","THH111","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10167","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","12:30:00","13:50:00","TH","1","","","SOSB45","1","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10168","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","12:30:00","13:50:00","TH","0","","","SOSB43","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10169","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","N","12:30:00","13:50:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10170","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","17:00:00","18:20:00","TH","4","","","SOSB43","4","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20233"
"10171","ALI-256","LAS","1","3","3","High Intermediate Oral Communication for ITAs","C","","Y","12:00:00","13:50:00","TH","1","","","DCCB25","1","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20233"
"10173","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","Y","10:00:00","11:50:00","MW","0","","","DMC153","0","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20233"
"10174","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","Y","12:00:00","13:50:00","MW","0","","","DMC153","0","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20233"
"10175","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","N","12:00:00","13:50:00","TH","0","","","OFFICE","0","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20233"
"10176","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","N","14:00:00","15:50:00","MW","0","","","OFFICE","0","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20233"
"10177","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","Y","16:00:00","17:50:00","TH","3","","","THHB9","3","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching Assistants only. Graded CR/NC.","ALI","20233"
"10182","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","Y","08:00:00","09:50:00","F","2","","","OFFICE","2","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20233"
"10183","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","N","08:00:00","09:50:00","F","0","","","OFFICE","0","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20233"
"10184","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","N","08:00:00","13:50:00","F","0","","","DMC103","0","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20233"
"10185","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","N","08:00:00","09:50:00","F","0","","","OFFICE","0","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20233"
"10187","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","N","09:30:00","10:50:00","TH","0","","","OFFICE","0","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20233"
"10188","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","N","10:00:00","11:20:00","MW","0","","","THH219","0","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20233"
"10189","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","Y","12:30:00","13:50:00","TH","0","","","DMC153","0","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20233"
"10190","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","Y","17:00:00","18:20:00","TH","5","","","DMC153","5","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20233"
"10191","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","16:00:00","17:20:00","MW","4","","Murphy, Mary Ann","WPH204","4","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20233"
"10192","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","N","16:00:00","17:20:00","TH","0","","","KAP159","0","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20233"
"10193","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","16:00:00","17:20:00","TH","2","","Murphy, Mary Ann","WPH204","2","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20233"
"10194","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","N","14:00:00","16:50:00","F","0","","","OFFICE","0","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","ALI","20233"
"10200","ACAD-174","ACAD","1","2","2","Innovators Forum","C","","Y","17:00:00","19:50:00","M","54","","Thomas, Doug","IYH210/211","54","Leaders in diverse disciplines, industries and the arts present and discuss problems facing society and critique real-world projects that challenge the concept of innovation.","ACAD","20233"
"10201","ACAD-176","ACAD","1","4","4","Rapid Visualization","C","","Y","14:00:00","16:50:00","TH","26","","Child, Stephen, C.","IYH213","26","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","ACAD","20233"
"10202","ACAD-176","ACAD","1","4","4","Rapid Visualization","C","","Y","17:00:00","19:50:00","MW","30","","Child, Stephen, C.","IYH213","30","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","ACAD","20233"
"10203","ACAD-176","ACAD","1","4","4","Rapid Visualization","C","","Y","14:00:00","16:50:00","TH","23","","Siegel, Aaron","IYH111","23","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","ACAD","20233"
"10204","ACAD-177","ACAD","1","2","2","Digital Toolbox: Design","C","","Y","09:00:00","11:50:00","T","24","","Child, Stephen, C.","IYH210","24","Basics of industry-standard creative, analytical and presentation software. Applications include design, illustration, presentation and publishing.","ACAD","20233"
"10205","ACAD-177","ACAD","1","2","2","Digital Toolbox: Design","C","","Y","09:00:00","11:50:00","T","35","","Child, Stephen, C.","IYH211","35","Basics of industry-standard creative, analytical and presentation software. Applications include design, illustration, presentation and publishing.","ACAD","20233"
"10206","ACAD-178","ACAD","1","2","2","Digital Toolbox: Motion Graphics","C","","Y","12:00:00","13:20:00","TH","30","","Siegel, Aaron","IYH212","30","Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","ACAD","20233"
"10209","ACAD-181","ACAD","1","4","4","Disruptive Innovation","C","","Y","09:00:00","10:50:00","MW","53","","Swain, Chris","IYH210/211","53","Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","ACAD","20233"
"10213","ACAD-187","ACAD","1","2","2","Digital Toolbox: 3D Design","C","","Y","09:00:00","11:50:00","H","40","","Lim, Yihyun","IYH210","40","Basics of industry standard software for modeling and rendering 3D materials, objects and lighting. Includes instruction in pipelines for 3D assets.","ACAD","20233"
"10215","ACAD-188","ACAD","508","2","2","Digital Toolbox: Modeling Products I","C","","Y","14:00:00","15:50:00","TH","22","","Hughes, Adam","IYH212","22","Tools and techniques specific to CAD design and design improvements, focused on the ideation and development new products.","ACAD","20233"
"10217","ACAD-189","ACAD","648","2","2","Digital Toolbox: Modeling Products II","C","","Y","14:00:00","15:50:00","TH","12","","Hughes, Adam","IYH212","12","An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products.","ACAD","20233"
"10223","ACAD-207","ACAD","1","4","4","Narrative Technology and the Human Experience","C","","Y","18:00:00","20:20:00","MW","9","","Becker, Carsten","IYH212","9","Exploring craft and innovation in communicating concepts, products and experiences. Students employ video narration, interaction and augmented reality in service of engaging an audience.","ACAD","20233"
"10225","ACAD-217","ACAD","1","4","4","Extended Reality Design","C","","Y","18:00:00","20:20:00","TH","22","","Becker, Carsten","IYH111","22","Students design and develop live immersive experiences in a variety of mediums including AR, VR and small- to large-scale interactive environments.","ACAD","20233"
"10228","ACAD-240","ACAD","1","4","4","Materials: Denim to Nanotubes","C","","Y","18:00:00","19:50:00","TH","38","","Hughes, Adam","IYH212/213","38","Covers the fundamentals of materials science and introduce students to the principles of designing with specific materials in mind.","ACAD","20233"
"10229","ACAD-245","ACAD","1","4","4","Designing Products I","C","","Y","14:00:00","16:50:00","TH","22","","Delgatty, Grant","IYH104","22","An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis.","ACAD","20233"
"10241","ACAD-276","ACAD","1","4","4","Dev II","C","","Y","14:00:00","16:50:00","TH","49","","Dent, Patrick, H","IYH210/211","49","Fundamentals of server-side scripting and web templates. Design and creation of data structures and databases. Visualize analytics and data.","ACAD","20233"
"10251","ACAD-302","ACAD","1","4","4","The Hacker Imagination: from Ancient Greece to Cupertino","C","","Y","11:00:00","12:50:00","MW","26","","Thomas, Doug","IYH210","26","Exploring issues in innovation, design and invention from the perspective of the hacker imagination.","ACAD","20233"
"10256","ACAD-324","ACAD","1","4","4","The Practice of Design: Ideation to Innovation","C","","Y","09:00:00","11:50:00","MW","40","","Wolter, Davina","IYH212/213","40","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation.","ACAD","20233"
"10257","ACAD-324","ACAD","1","4","4","The Practice of Design: Ideation to Innovation","C","","Y","10:00:00","12:50:00","TH","30","","Wolter, Davina","IYH213","30","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation.","ACAD","20233"
"10258","ACAD-345","ACAD","1","4","4","Designing Products II","C","","Y","17:00:00","19:50:00","TH","10","","Delgatty, Grant","IYH104","10","A thorough look into developing a feasible consumer product through implementing all aspects of the R&D process, including consumer insights, competitive analysis, ideation and manufacturability.","ACAD","20233"
"10269","ACAD-376","ACAD","1","4","4","Industry Practicum I: Designing and Implementing Real-World Solutions","C","","Y","15:00:00","16:50:00","MW","29","","Lim, Yihyun","IYH210/211","29","Practicum through which students serve as design strategists for high-profile industry collaborators, and learn advanced methods and processes to solve problems in field-specific environments.","ACAD","20233"
"10274","ACAD-406","ACAD","1","2","2","Purpose-Driven Innovation Incubator","C","","Y","17:00:00","18:50:00","H","11","","Swain, Chris","IYH210/211","11","Evolve student projects into investor-ready ventures through exposure to industry best practices including market sizing, defining/pursuing key performance indicators, customer development, validated learning and innovation accounting.","ACAD","20233"
"10276","ACAD-419","ACAD","1","2","2","Professional Internship","C","","Y","","","","0","","Dent, Patrick, H","OFFICE","0","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","ACAD","20233"
"10285","ACAD-475A","ACAD","1","4","4","The Garage Experience","C","","Y","12:00:00","14:50:00","MW","26","","Manos, Matthew","IYH110","26","Academy capstone leading to innovative outcomes, including advanced research artifacts, operational prototypes, and breakthrough enterprises across multiple fields and industries.","ACAD","20233"
"10291","ACAD-490","ACAD","1","1","8","Directed Research","C","","Y","","","","2","","","OFFICE","2","Individual research and readings. Not available for graduate credit.","ACAD","20233"
"10293","ACAD-499","ACAD","1","4","4","Special Topics","C","","Y","11:00:00","13:50:00","TH","20","","Crowley, Michael, Gregory","","20","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","ACAD","20233"
"10295","ACAD-499","ACAD","1","2","2","Special Topics","C","","Y","17:00:00","18:50:00","H","1","","Swain, Chris","OFFICE","1","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","ACAD","20233"
"10300","AMST-211","LAS","1","4","4","Sex in America","C","Y","N","10:00:00","11:50:00","MW","0","","Shah, Nayan, B","OFFICE","0","Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.","AMST","20233"
"10301","AMST-211","LAS","1","0","0","Sex in America","D","Y","N","10:00:00","10:50:00","F","0","","","WPH103","0","Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.","AMST","20233"
"10302","AMST-211","LAS","1","0","0","Sex in America","D","Y","N","11:00:00","11:50:00","F","0","","","THH214","0","Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.","AMST","20233"
"10310","AMST-101","LASS","1","4","4","Race and Class in Los Angeles","C","Y","Y","09:30:00","10:50:00","TH","188","","Sanchez, George, J.","THH201","188","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","AMST","20233"
"10311","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","12:00:00","12:50:00","W","25","","","DMC155","25","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","AMST","20233"
"10312","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","10:00:00","10:50:00","W","25","","","KAP113","25","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","AMST","20233"
"10313","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","09:00:00","09:50:00","W","25","","","KDC241","25","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","AMST","20233"
