"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"10400","AMST-285","LASS",51,4,4,"African American Popular Culture","CD","","Y","12:30","15:20","TWH",0,"","Jacobs, Lanita","ONLINE",0,"Examines history of popular cultural forms such as literature, music, dance, theater, and visual arts produced by and about African Americans.","AMST","20242"
"10408","AMST-301","LAS",51,4,4,"America, the Frontier, and the New West","CD","","Y","10:00","12:50","MTW",0,"","Finley, Chris","ONLINE",0,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263","AMST","20242"
"10439","AMST-790","LASS",59,1,12,"Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the doctorate.  Maximum units which may be applied to the degree to be determined by the department.  Graded CR/NC.","AMST","20242"
"10441","AMST-490","LASS",59,1,8,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Individual research and readings. Not available for graduate credit.","AMST","20242"
"10478","AMST-590","LASS",59,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree.  Maximum units which may be applied to the degree to be determined by the program.  Graded CR/NC.","AMST","20242"
"10495","AMST-794A","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","AMST","20242"
"10496","AMST-794B","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","AMST","20242"
"10497","AMST-794C","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","AMST","20242"
"10498","AMST-794D","LASS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","AMST","20242"
"10499","AMST-794Z","LASS",59,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of dissertation.  Graded IP/CR/NC.","AMST","20242"
"10617","ANTH-450","LAS",52,4,4,"Field Research in Maya Archaeology","C","","Y","18:00","19:20","TH",0,"","Heller, Eric","THH107",0,"Hands on research experience at a Maya ruin, including archaeological survey and excavation in the jungle.","ANTH","20242"
"10628","ANTH-338","LAS",51,4,4,"Food in Culture and Society","C","","Y","9:00","11:05","MTWH",0,"","Ruiz, Xochitl","KAP113",0,"An introduction to the field of food studies, as a historical and cross-disciplinary study of the place of food in culture and society.","ANTH","20242"
"10690","ANTH-595","LAS",57,4,4,"Ethnographic Postproduction","C","","Y","10:00","12:50","T",0,"A","Cool, Jennifer, C","ONLINE",0,"Provides supervision in developing a visual media thesis project and understanding the requirements - scholarly and technical - for producing a publication-ready work of scholarly media.","ANTH","20242"
"11988","AHIS-400","LASH",54,2,2,"Undergraduate Apprenticeship","C","","Y","TBA","TBA","",0,"","Pon, Lisa","OFFICE",0,"Independent work in art museums, galleries or art history related institutes supervised by on-site professionals and USC faculty. Not available for credit for AHIS majors. CR/NC","AHIS","20242"
"12041","AHIS-490","LAS",54,1,8,"Directed Research","C","","Y","TBA","TBA","",0,"","Pon, Lisa","OFFICE",0,"Individual research and readings. Not available for graduate credit.","AHIS","20242"
"12047","AHIS-495B","LASH",54,2,2,"Undergraduate Honors Thesis","C","","Y","TBA","TBA","",0,"","Pon, Lisa","OFFICE",0,"Research and writing of original thesis under guidance of faculty member. Prereq: Consent of instructor.","AHIS","20242"
"12101","AHIS-590","LASH",54,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","Ogata, Amy","OFFICE",0,"Research leading to graduate degree. Maximum units which may be applied to degree determined by department.  Graded CR/NC.","AHIS","20242"
"12180","AHIS-790","LASH",54,1,12,"Research","C","","Y","TBA","TBA","",0,"","Ogata, Amy","OFFICE",0,"Research leading to the Doctorate. Maximum units which may be applied to the degree to be determined by the department.","AHIS","20242"
"12194","AHIS-794Z","LASH",54,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","Ogata, Amy","OFFICE",0,"Credit on acceptance of Dissertation. Graded CR/NC.","AHIS","20242"
"12960","QBIO-305","LAS",50,4,4,"Statistics for Biological Sciences","C","","Y","10:00","12:05","MTWH",0,"","","RRI301",0,"Statistical methods in biological science and medicine, including populations and samples, random sampling, confidence intervals, paired samples and regression.","QBIO","20242"
"12961","QBIO-305","LAS",50,0,0,"Statistics for Biological Sciences","D","","Y","13:00","13:50","H",0,"","","RRI301",0,"Statistical methods in biological science and medicine, including populations and samples, random sampling, confidence intervals, paired samples and regression.","QBIO","20242"
"12962","QBIO-305","LAS",50,0,0,"Statistics for Biological Sciences","D","","Y","14:00","14:50","H",0,"","","RRI301",0,"Statistical methods in biological science and medicine, including populations and samples, random sampling, confidence intervals, paired samples and regression.","QBIO","20242"
"12970","QBIO-590","LAS",59,1,9,"Directed Research","C","","Y","TBA","TBA","",0,"","Calabrese, Peter, Paul;Rohs, Remo","OFFICE",0,"Research leading to a graduate degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","QBIO","20242"
"12980","QBIO-596","LAS",59,1,3,"Internship for Curricular Practical Training","C","","Y","TBA","TBA","",0,"","Calabrese, Peter, Paul;Rohs, Remo","OFFICE",0,"Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are supervised by faculty. May not be taken until the student has completed one semester of enrollment in a graduate program with a cumulative 3.0 GPA . The course is graded CR/NC.","QBIO","20242"
"12990","QBIO-490","LAS",59,1,6,"Directed Research","C","","Y","TBA","TBA","",0,"","Calabrese, Peter, Paul;Rohs, Remo","OFFICE",0,"Individual research and readings. Project approval by  faculty adviser and QCB department required.","QBIO","20242"
"12991","QBIO-790","LAS",59,1,9,"Research","C","","Y","TBA","TBA","",0,"","Smith, Andrew, D.;Rohs, Remo","OFFICE",0,"Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","QBIO","20242"
"12994","QBIO-794A","LAS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","QBIO","20242"
"12995","QBIO-794B","LAS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","QBIO","20242"
"12996","QBIO-794C","LAS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","QBIO","20242"
"12997","QBIO-794D","LAS",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","QBIO","20242"
"12998","QBIO-794Z","LAS",59,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","QBIO","20242"
"13004","BISC-120","LAS",50,4,4,"General Biology: Organismal Biology and Evolution","C","","Y","10:00","12:05","MTWH",0,"","Ghittoni, Raffaella;Sigurdsen, Trond, P.","ZHS163",0,"In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.","BISC","20242"
"13005","BISC-120","LAS",50,0,0,"General Biology: Organismal Biology and Evolution","L","","Y","13:00","15:50","TH",0,"","","ZHS363",0,"In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.","BISC","20242"
"13012","BISC-220","LASN",50,4,4,"General Biology: Cell Biology and Physiology","C","","Y","10:00","12:05","TWHF",0,"","Barakat, Rita","HNB100",0,"In-depth survey of key topics related to advances in our knowledge of cellular biology and physiology; cell composition/metabolism; gene action; organism structure and function. Recommended preparation: high school chemistry; BISC 120L or BISC 121L.","BISC","20242"
"13141","BISC-220","LASN",50,0,0,"General Biology: Cell Biology and Physiology","L","","Y","13:00","15:50","TH",0,"","","ZHS369",0,"In-depth survey of key topics related to advances in our knowledge of cellular biology and physiology; cell composition/metabolism; gene action; organism structure and function. Recommended preparation: high school chemistry; BISC 120L or BISC 121L.","BISC","20242"
"13490","BISC-490","LAS",59,1,8,"Directed Research","C","","Y","TBA","TBA","",0,"","Bancroft, Christa, Tobey","OFFICE",0,"Individual research and readings. Not available for graduate credit.","BISC","20242"
"13523","BISC-312","LAS",50,4,4,"Molecular Biochemistry","C","","Y","7:55","10:00","MTWH",0,"","Castro, Nancy, E","ONLINE",0,"Structure and function of biological macromolecules; major metabolic pathways including glycolysis and photosynthesis. DNA replication, repair, and recombination; gene expression, regulation and epigenetics.","BISC","20242"
"13590","BISC-590","LASN",59,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","Ehrenreich, Ian","OFFICE",0,"Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","BISC","20242"
"13596","BISC-596","LAS",59,1,1,"Internship for Curricular Practical Training","C","","Y","TBA","TBA","",0,"","Ehrenreich, Ian","OFFICE",0,"Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program w ith a cumulative 3.0 GPA.","BISC","20242"
"13790","BISC-790","LASN",59,1,12,"Research","C","","Y","TBA","TBA","",0,"","Ehrenreich, Ian","OFFICE",0,"Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","BISC","20242"
"13792","BISC-794A","LASN",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of Dissertation. Graded IP/CR/NC.","BISC","20242"
"13794","BISC-794B","LASN",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of Dissertation. Graded IP/CR/NC.","BISC","20242"
"13800","HRM-500","BVC",988,2,2,"Human Resource Strategy","C","","Y","18:30","19:30","W",0,"A","Smith, Tyrone","ONLINE",0,"Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","HRM","20242"
"13801","HRM-500","BVC",988,2,2,"Human Resource Strategy","C","","Y","18:30","19:30","W",0,"A","Adame, Carlos, Ernesto","ONLINE",0,"Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","HRM","20242"
"13804","HRM-505","BVC",988,2,2,"Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","H",0,"A","Cooper, Carly","ONLINE",0,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","HRM","20242"
"13805","HRM-505","BVC",981,2,2,"Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","W",0,"A","McGrath, Michael","ONLINE",0,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","HRM","20242"
"13806","HRM-505","BVC",981,2,2,"Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","W",0,"A","Miller, Lee","ONLINE",0,"Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","HRM","20242"
"13808","HRM-510","BVC",988,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",0,"A","Berg, Susan","ONLINE",0,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","HRM","20242"
"13809","HRM-510","BVC",988,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",0,"A","Glynn, Deborah, Anne","ONLINE",0,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","HRM","20242"
"13810","HRM-510","BVC",981,2,2,"Leadership in Human Resources","C","","Y","17:30","18:30","T",0,"A","Elledge, Robin","ONLINE",0,"Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","HRM","20242"
"13812","HRM-515","BVC",988,2,2,"Organization Design","C","","Y","18:30","19:30","H",0,"A","Mayhew, Todd","ONLINE",0,"Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","HRM","20242"
"13813","HRM-515","BVC",988,2,2,"Organization Design","C","","Y","18:30","19:30","H",0,"A","Chavez, Kyle","ONLINE",0,"Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","HRM","20242"
"13814","HRM-515","BVC",981,2,2,"Organization Design","C","","Y","18:30","19:30","W",0,"A","Mack, Eryn","ONLINE",0,"Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","HRM","20242"
"13815","HRM-520","BVC",981,2,2,"Talent Management","C","","Y","17:30","18:30","W",0,"A","Haskins, Theresa","ONLINE",0,"Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","HRM","20242"
"13820","HRM-515","BVC",981,2,2,"Organization Design","C","","Y","18:30","19:30","W",0,"A","Glynn, Deborah, Anne","ONLINE",0,"Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","HRM","20242"
"13822","HRM-520","BVC",981,2,2,"Talent Management","C","","Y","18:30","19:30","W",0,"A","Duin, Durand","ONLINE",0,"Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","HRM","20242"
"13823","HRM-520","BVC",981,2,2,"Talent Management","C","","Y","18:30","19:30","H",0,"A","Blain, Roberto","ONLINE",0,"Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","HRM","20242"
"13824","HRM-525","BVC",988,2,2,"Total Rewards","C","","Y","17:30","18:30","W",0,"A","Bender, Douglas","ONLINE",0,"Provides a comprehensive look at the employee rewards strategies that human resource practitioners promote and manage including compensation, performance management, benefits, and non-monetary rewards.","HRM","20242"
"13825","HRM-525","BVC",988,2,2,"Total Rewards","C","","Y","17:30","18:30","H",0,"A","Ho Jr., George, Joseph","ONLINE",0,"Provides a comprehensive look at the employee rewards strategies that human resource practitioners promote and manage including compensation, performance management, benefits, and non-monetary rewards.","HRM","20242"
"13827","HRM-530","BVC",988,2,2,"Learning and Development","C","","Y","18:30","19:30","T",0,"A","Clements, Nicholas","ONLINE",0,"Prepares students to identify, design, and implement effective learning and development interventions and strategies that drive results and enhance organizational competitiveness.","HRM","20242"
"13828","HRM-535","BVC",988,2,2,"Employee Relations","C","","Y","17:30","18:30","T",0,"A","Kropf, Claudia","ONLINE",0,"Applies practical approaches to building positive employee and labor relations and solving related problems through increased employee motivation, effectiveness, and retention.","HRM","20242"
"13829","HRM-535","BVC",988,2,2,"Employee Relations","C","","Y","18:30","19:30","T",0,"A","Burki, Uzma","ONLINE",0,"Applies practical approaches to building positive employee and labor relations and solving related problems through increased employee motivation, effectiveness, and retention.","HRM","20242"
"13830","HRM-540","BVC",981,2,2,"Human Resources Analytics","C","","Y","17:30","18:30","T",0,"A","Ng, Ernest","ONLINE",0,"Examines and emphasizes strategies and techniques to enable improved organizational and human capital decisions by directing the organizational analytics for more actionable insights.","HRM","20242"
"13831","HRM-540","BVC",981,2,2,"Human Resources Analytics","C","","Y","17:30","18:30","H",0,"A","Adame, Carlos, Ernesto","ONLINE",0,"Examines and emphasizes strategies and techniques to enable improved organizational and human capital decisions by directing the organizational analytics for more actionable insights.","HRM","20242"
"13832","HRM-545","BVC",988,2,2,"Management of Diverse and Global Human Resources","C","","Y","18:30","19:30","T",0,"A","Hayashi, Tomoaki","ONLINE",0,"Analyzes global diversity in todays environment, fostering a broad understanding of diversity and inclusion and the impact of diversity, inclusion, and inclusive behaviors on organizations.","HRM","20242"
"13833","HRM-545","BVC",988,2,2,"Management of Diverse and Global Human Resources","C","","Y","17:30","18:30","T",0,"A","Earley, Keith, H","ONLINE",0,"Analyzes global diversity in todays environment, fostering a broad understanding of diversity and inclusion and the impact of diversity, inclusion, and inclusive behaviors on organizations.","HRM","20242"
"13834","HRM-550","BVC",988,2,2,"Change Management and Organization Development","C","","Y","18:30","19:30","H",0,"A","McGrath, Michael","ONLINE",0,"Identifies the common challenges in organizational change management and explores the limitations and opportunities of different models of organizational change.","HRM","20242"
"13835","HRM-550","BVC",988,2,2,"Change Management and Organization Development","C","","Y","18:30","19:30","H",0,"A","Daniel, Maisha","ONLINE",0,"Identifies the common challenges in organizational change management and explores the limitations and opportunities of different models of organizational change.","HRM","20242"
"13836","HRM-555","BVC",981,2,2,"Anticipating the Future of Human Resources","C","","Y","18:30","19:30","T",0,"A","Clements, Nicholas","ONLINE",0,"Explores the forces and emerging trends that are reshaping work, the workforce and workplace  and how to address these transformational changes and be effective as a Human Resources leader.","HRM","20242"
"13837","HRM-555","BVC",981,2,2,"Anticipating the Future of Human Resources","C","","Y","17:30","18:30","T",0,"A","Smith, Tyrone","ONLINE",0,"Explores the forces and emerging trends that are reshaping work, the workforce and workplace  and how to address these transformational changes and be effective as a Human Resources leader.","HRM","20242"
"13840","HRM-525","BVC",988,2,2,"Total Rewards","C","","Y","17:30","18:30","H",0,"A","Pescatello, Timothy, Michael","ONLINE",0,"Provides a comprehensive look at the employee rewards strategies that human resource practitioners promote and manage including compensation, performance management, benefits, and non-monetary rewards.","HRM","20242"
"13842","HRM-530","BVC",981,2,2,"Learning and Development","C","","Y","18:30","19:30","T",0,"A","Adamik, Robert","ONLINE",0,"Prepares students to identify, design, and implement effective learning and development interventions and strategies that drive results and enhance organizational competitiveness.","HRM","20242"
"13843","HRM-535","BVC",981,2,2,"Employee Relations","C","","Y","18:30","19:30","W",0,"A","Jacobs, Jamie, Latiano","ONLINE",0,"Applies practical approaches to building positive employee and labor relations and solving related problems through increased employee motivation, effectiveness, and retention.","HRM","20242"
"13845","HRM-530","BVC",981,2,2,"Learning and Development","C","","Y","18:30","19:30","T",0,"A","Berg, Susan","ONLINE",0,"Prepares students to identify, design, and implement effective learning and development interventions and strategies that drive results and enhance organizational competitiveness.","HRM","20242"
"13847","HRM-540","BVC",981,2,2,"Human Resources Analytics","C","","Y","17:30","18:30","T",0,"A","Olesen, Eric","ONLINE",0,"Examines and emphasizes strategies and techniques to enable improved organizational and human capital decisions by directing the organizational analytics for more actionable insights.","HRM","20242"
"13848","HRM-545","BVC",988,2,2,"Management of Diverse and Global Human Resources","C","","Y","17:30","18:30","W",0,"A","Hernandez, Christine, Annette","ONLINE",0,"Analyzes global diversity in todays environment, fostering a broad understanding of diversity and inclusion and the impact of diversity, inclusion, and inclusive behaviors on organizations.","HRM","20242"
"13850","HRM-550","BVC",981,2,2,"Change Management and Organization Development","C","","Y","18:30","19:30","W",0,"A","Hou, Cheng Yu","ONLINE",0,"Identifies the common challenges in organizational change management and explores the limitations and opportunities of different models of organizational change.","HRM","20242"
"13852","HRM-550","BVC",981,2,2,"Change Management and Organization Development","C","","Y","18:30","19:30","W",0,"A","Eggleton, Charles, Harry","ONLINE",0,"Identifies the common challenges in organizational change management and explores the limitations and opportunities of different models of organizational change.","HRM","20242"
"13853","HRM-555","BVC",981,2,2,"Anticipating the Future of Human Resources","C","","Y","18:30","19:30","T",0,"A","Cumberlander, Wanda","ONLINE",0,"Explores the forces and emerging trends that are reshaping work, the workforce and workplace  and how to address these transformational changes and be effective as a Human Resources leader.","HRM","20242"
"13900","PJMT-500","BVC",988,2,2,"Principles of Project Management","C","","Y","17:30","19:00","T",0,"A","Stanton, Timothy, Curtis","ONLINE",0,"Concepts including delivering project scope within cost, schedule, and resource constraints and the exploration of the traditional or waterfall project management methodology will be explored.","PJMT","20242"
"13901","PJMT-500","BVC",988,2,2,"Principles of Project Management","C","","Y","17:30","19:00","T",0,"A","Fanning, Michael","ONLINE",0,"Concepts including delivering project scope within cost, schedule, and resource constraints and the exploration of the traditional or waterfall project management methodology will be explored.","PJMT","20242"
"13904","PJMT-505","BVC",988,2,2,"Requirements Elicitation and Business Analysis","C","","Y","17:30","19:00","W",0,"A","Jones, John, Douglas","ONLINE",0,"Tasks, techniques, and perspectives on how to approach business analysis along with methods for developing requirement process tools and techniques and best practices.","PJMT","20242"
"13905","PJMT-505","BVC",981,2,2,"Requirements Elicitation and Business Analysis","C","","Y","17:30","19:00","H",0,"A","Coleman, Cheryl","ONLINE",0,"Tasks, techniques, and perspectives on how to approach business analysis along with methods for developing requirement process tools and techniques and best practices.","PJMT","20242"
"13908","PJMT-510","BVC",988,2,2,"Schedule Management","C","","Y","17:30","19:00","H",0,"A","Butler, Marcus","ONLINE",0,"Structured approach to project schedule management, demonstrating how to be proactive and in control of projects by implementing effective schedule management.","PJMT","20242"
"13909","PJMT-510","BVC",988,2,2,"Schedule Management","C","","Y","17:30","19:00","H",0,"A","Dass, Kaali","ONLINE",0,"Structured approach to project schedule management, demonstrating how to be proactive and in control of projects by implementing effective schedule management.","PJMT","20242"
"13910","PJMT-510","BVC",981,2,2,"Schedule Management","C","","Y","17:30","19:00","W",0,"A","Sawhney, Anil","ONLINE",0,"Structured approach to project schedule management, demonstrating how to be proactive and in control of projects by implementing effective schedule management.","PJMT","20242"
"13912","PJMT-515","BVC",981,2,2,"Cost Estimation and Forecasting","C","","Y","17:30","19:00","H",0,"A","Marek, Craig, Scott","ONLINE",0,"Approaches to project cost estimation and the tools and methodologies best suited for estimates and forecasts that need to be prepared.","PJMT","20242"
"13913","PJMT-515","BVC",981,2,2,"Cost Estimation and Forecasting","C","","Y","17:30","19:00","T",0,"A","Faia, Michael","ONLINE",0,"Approaches to project cost estimation and the tools and methodologies best suited for estimates and forecasts that need to be prepared.","PJMT","20242"
"13916","PJMT-520","BVC",988,2,2,"Risk Management","C","","Y","17:30","19:00","H",0,"A","Beltran, Victoria, Lynn","ONLINE",0,"Coursework will enable students to prepare a comprehensive risk management plan and discover different approaches to identify, assess, and quantify risks and their impacts.","PJMT","20242"
