"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00901","USC-099","BUAD","193","1.0","18.0","WBB Semester At Large","C","","Y","TBA","TBA","","38","","","OFFICE",NA,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","","USC","20243"
"00903","USC-099","BUAD","828","1.0","18.0","WBB Semester At Large","C","","Y","TBA","TBA","","51","","","OFFICE",NA,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","","USC","20243"
"00941","RNR-050","RNR","808","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","206","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20243"
"00942","RNR-050","RNR","810","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","77","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20243"
"00943","RNR-050","RNR","617","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20243"
"00944","RNR-050","RNR","678","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","9","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20243"
"00945","RNR-051","RNR","199","0.0","0.0","International Academy Holding Course (Part II)","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student population. This course serves the popuation that has successfully completed RNR-050.  Tuition is paid directly to the Academy.","","RNR","20243"
"02603","LAW-200","LAW","001","4.0","4.0","Law and Society","CD","","Y","12:00","13:50","MW","184","","Jimenez, Felipe","SLH200",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20243"
"02607","LAW-300","LAW","001","4.0","4.0","Concepts in American Law","C","","Y","14:00","15:50","MW","74","","Haddad, Mark","LAW1",NA,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","","LAW","20243"
"02612","LAW-222","LAW","001","2.0","2.0","Interdisciplinary Perspectives on the Law","C","","Y","10:00","11:50","M","17","","Wood, Abby","ZHS360",NA,"Examines law and the legal system from different disciplinary perspectives. It explores how various disciplines provide different insights to the legal regime.","","LAW","20243"
"02613","LAW-205","LAW","001","4.0","4.0","Introduction to Criminal Law","C","","Y","12:00","13:50","TH","82","","Johnson, Peter","LAW1",NA,"Provides a comprehensive analysis of the criminal justice system and an overview of the fundamentals of substantive criminal law.","","LAW","20243"
"02614","LAW-300","LAW","001","4.0","4.0","Concepts in American Law","C","","Y","14:00","15:50","MW","44","","Stolzenberg, Nomi, M","LAW130",NA,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","","LAW","20243"
"02615","LAW-402","LAW","001","4.0","4.0","Psychology and Law","C","","Y","16:00","19:20","W","62","","Larson, Rakel","WPHB27",NA,"Explores issues of responsibility and credibility.  Intentional and unintentional behavior.  Clinical biases.  Topics include witness credibility, confessions, cults, hostages, battered persons, and repressed memories.","","LAW","20243"
"02616","LAW-201","LAW","001","4.0","4.0","Law and Politics","C","","Y","16:00","19:20","T","24","","Tolson, Franita","LAW2",NA,"Examination of the rules and realities of American politics, and the role politics plays in American life and culture.","","LAW","20243"
"02625","LAW-404","LAW","001","4.0","4.0","Psychology of the Criminal Justice Process","C","","Y","16:00","17:50","TH","21","","Simon, Dan","VPD107",NA,"Examines the capacity of the criminal process to produce accurate verdicts, focusing on: witnesses, detectives, suspects, judges and jurors.","","LAW","20243"
"02634","LAW-490","LAW","001","1.0","4.0","Directed Research","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual research and readings.","","LAW","20243"
"02635","LAW-492","LAW","001","1.0","2.0","Undergraduate Law Review","C","","Y","18:00","19:50","H","9","","Rodgers, Jeff","LAW211",NA,"Introduces students to the basics of legal writing and research, with a focus on legal scholarship and law review-type journal articles.","","LAW","20243"
"02637","LAW-206","LAW","001","4.0","4.0","Responsible Use of Artificial Intelligence: Ethics and Law","C","","Y","16:00","17:50","MW","27","","Sokol, D., Daniel","LAW1",NA,"Analyzes the ethical dilemmas and societal implications of artificial intelligence and debates the future of artificial intelligence regulations and laws.","","LAW","20243"
"02640","LAW-220","LAW","001","2.0","2.0","The Legal Profession","C","","Y","12:00","13:40","F","136","","Rasmussen, Robert, K.","LAW3",NA,"Introduces students to the basic aspects of the legal profession.","","LAW","20243"
"02651","LAW-352","LAW","001","4.0","4.0","Introduction to Law and Economics","C","","Y","09:00","10:50","TH","16","","Maniscalco, Robert","DMC155",NA,"An exploration of core aspects of the US legal system (property, contracts, torts, criminal law, civil procedure) from the perspective of basic economics theory.","","LAW","20243"
"02652","LAW-498","LAW","001","2.0","4.0","Law Internship","C","","N","TBA","TBA","","0","","","",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20243"
"02653","LAW-212","LAW","001","4.0","4.0","Immigration Law for a New America","C","","Y","12:00","13:40","MW","21","","Reisz, Jean","VPD107",NA,"Examines current immigration law in America, the normative debates over immigration policies and the role the government plays in expanding or limiting immigration rights.","","LAW","20243"
"02654","LAW-305","LAW","001","4.0","4.0","International Influence: Law and Power","C","","Y","12:00","13:50","MW","8","","Zaverukha, Iryna","SOSB48",NA,"Examination of the philosophic and political concepts that underpin international influence, while learning how this structure impacts the modern incentives and interests of international actors.","","LAW","20243"
"02655","LAW-498","LAW","001","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","11","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20243"
"02656","LAW-207","LAW","001","4.0","4.0","Personal Data in the 21st Century","C","","Y","10:00","11:50","MW","29","","Tran, Hinh","VHE210",NA,"Examine how governments and corporations confront information privacy conflicts. Analyze various perspectives on information privacy laws and their place in society.","","LAW","20243"
"02658","LAW-401","LAW","001","4.0","4.0","Cybersecurity and Cybercrime","C","","Y","10:00","11:50","TH","27","","Kim, Ji won","THH118",NA,"Studies the rise of cybercrimes and cybersecurity measures in recent years and their impact on society. Topics include cyberattacks, digital forensics, information privacy and others.","","LAW","20243"
"02659","LAW-497","LAW","001","2.0","2.0","Legal Studies Capstone Project","C","","Y","14:00","15:50","T","11","","Grabarsky, Todd","LAW211",NA,"A cumulative experience demonstrating a student's depth of knowledge in applying research and writing skills on examining the legal system.","","LAW","20243"
"02665","LAW-210","LAW","001","4.0","4.0","Fundamentals of the U.S. Legal System","C","","Y","14:00","15:50","TH","158","","Scotten, Donald","LAW3",NA,"Introduces the U.S. legal system and its relationship to basic principles of the rule of law. Examines lawmaking institutions, judicial processes and contemporary legal issues.","","LAW","20243"
"02689","LAW-311","LAW","001","4.0","4.0","Fundamentals of Entertainment Law","C","","Y","12:00","13:50","TH","63","","Khorassani, Nader","LAW101",NA,"Examines key legal principles governing the entertainment industry by exploring legal challenges faced by professionals in music, film, sports, gaming and other areas of entertainment.","","LAW","20243"
"03010","LAW-502","LAW","991","4.0","4.0","Procedure I","C","","Y","08:00","09:50","MW","67","","Klerman, Dan","LAW101",NA,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","","LAW","20243"
"03014","LAW-502","LAW","991","4.0","4.0","Procedure I","C","","Y","08:00","09:50","TH","66","","Zimmerman, Adam","LAW101",NA,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","","LAW","20243"
"03019","LAW-502","LAW","991","4.0","4.0","Procedure I","C","","Y","10:00","11:50","TH","70","","Clarke, Jessica","LAW1",NA,"Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","","LAW","20243"
"03020","LAW-503","LAW","991","4.0","4.0","Contracts","C","","Y","14:00","15:50","TH","67","","Jimenez, Felipe","LAW103",NA,"The interpretation and enforcement of promises and agreements.","","LAW","20243"
"03024","LAW-503","LAW","991","4.0","4.0","Contracts","C","","Y","14:00","15:50","TH","66","","Rasmussen, Robert, K.","LAW101",NA,"The interpretation and enforcement of promises and agreements.","","LAW","20243"
"03029","LAW-503","LAW","991","4.0","4.0","Contracts","C","","Y","10:00","11:50","MW","70","","Barnett, Jonathan, M.","LAW101",NA,"The interpretation and enforcement of promises and agreements.","","LAW","20243"
"03070","LAW-509","LAW","991","4.0","4.0","Torts I","C","","Y","10:00","11:50","MW","67","","Keating, Greg","LAW1",NA,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","","LAW","20243"
"03074","LAW-509","LAW","991","4.0","4.0","Torts I","C","","Y","10:00","11:50","TH","66","","Armour, Jody, David","LAW103",NA,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","","LAW","20243"
"03079","LAW-509","LAW","991","4.0","4.0","Torts I","C","","Y","14:00","15:50","TH","70","","Zimmerman, Adam","LAW1",NA,"Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","","LAW","20243"
"03100","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH","13","","Kouyoumdjian, Natalie;Carroll, Elizabeth","LAW204",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03101","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH","14","","Carroll, Elizabeth","LAW211",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03102","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH","14","","Lonergan, Rebecca, S.;Carroll, Elizabeth","LAW223",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03103","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH","13","","Isken, Jonathan;Carroll, Elizabeth","LAW216",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03104","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","11:00","11:50","TH","13","","Mohandesi, Behzad ben;Carroll, Elizabeth","LAW114",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03105","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","13","","Adjemian, Ani;Carroll, Elizabeth","LAW204",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03106","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","12","","Reus, Ireneo;Carroll, Elizabeth","LAW211",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03107","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","14","","Lee, John;Carroll, Elizabeth","LAW223",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03108","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","13","","Leland, Jennifer;Carroll, Elizabeth","LAW107",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03109","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","16:00","16:50","TH","14","","Zhong, Elaine;Carroll, Elizabeth","LAW114",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03110","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","08:00","08:50","TH","13","","Ogden, Dale;Carroll, Elizabeth","LAW204",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03111","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","08:00","08:50","TH","15","","Nadadur, Anuj;Carroll, Elizabeth","LAW211",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03112","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","08:00","08:50","TH","14","","Kouyoumdjian, Natalie;Carroll, Elizabeth","LAW223",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03113","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","08:00","08:50","TH","14","","Howard, Brianna;Carroll, Elizabeth","LAW106",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03114","LAW-515","LAW","991","3.0","3.0","Legal Research, Writing, and Advocacy I","C","","Y","08:00","08:50","TH","14","","Moulton, Michael;Carroll, Elizabeth","LAW114",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03116","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","16:00","16:50","T","13","","Abanise, Stephen;Carroll, Elizabeth","LAW130",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03117","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","16:00","16:50","T","14","","Cadra, Laura;Carroll, Elizabeth","LAW101",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
"03118","LAW-515","LAW","991","0.0","0.0","Legal Research, Writing, and Advocacy I","D","","Y","16:00","16:50","T","14","","Moorman, Paul, J.;Carroll, Elizabeth","LAW216",NA,"Development of legal research, writing, and advocacy skills. Emphasis on objective legal writing, including memoranda, and researching case law through primary and secondary sources. Registration restricted to Law students.","","LAW","20243"
